spot_id,StdCorr_Rb87_Sr86s_mean,StdCorr_Rb87_Sr86s_2SE(int),StdCorr_Sr87s_Sr86s_mean,StdCorr_Sr87s_Sr86s_2SE(int),87Rb/86Sr - 87Sr/86Sr Rho,87Sr/87Rb - 87Rb/86Sr Rho,Rb85_mean,Na23_ppm_mean,Al27_ppm_mean,Si28_ppm_mean,K39_ppm_mean,Ca43_ppm_mean,Ca44_ppm_mean,Rb85_ppm_mean,Sr86_ppm_mean,Sr87_ppm_mean,Sr88_ppm_mean,Pb208_ppm_mean,Th232_ppm_mean,U238_ppm_mean
NIST610_01,2.33542787,0.02316326,0.709198681,0.008694437,0.345934023,-0.444759572,1402115.055,,,,,,,,,,,,,
NIST610_02,2.319330563,0.023693069,0.709723226,0.007642007,0.376694594,-0.519546098,1692409.253,,,,,,,,,,,,,
NIST610_03,2.337154361,0.024221913,0.710386909,0.007361829,0.153458025,-0.653790626,1808365.786,,,,,,,,,,,,,
NIST610_04,2.332357121,0.030766158,0.708712401,0.009348715,0.324926057,-0.625617233,1874491.556,,,,,,,,,,,,,
NIST610_05,2.330805994,0.030691284,0.709939577,0.008626404,0.431730211,-0.583020472,1872510.279,,,,,,,,,,,,,
NIST610_06,2.318835286,0.031785871,0.711022332,0.009547304,0.449994537,-0.543667413,1744314.485,,,,,,,,,,,,,
NIST610_07,2.332263236,0.029195613,0.708335415,0.009323961,0.313190716,-0.561719981,1778718.155,,,,,,,,,,,,,
NIST610_08,2.340694223,0.025687569,0.710150606,0.008708661,0.439107283,-0.447313226,1842460.501,,,,,,,,,,,,,
NIST610_09,2.314333997,0.027079506,0.708380692,0.009199013,0.364870876,-0.497511248,2128765.549,,,,,,,,,,,,,
NIST610_10,2.32855954,0.025956455,0.709786772,0.007523249,0.129152157,-0.678396206,1995785.775,,,,,,,,,,,,,
NIST610_11,2.332528824,0.023757633,0.711274104,0.007062827,0.305637886,-0.602861763,1967070.493,,,,,,,,,,,,,
NIST610_12,2.3353478,0.022869148,0.708688879,0.007506578,0.456450747,-0.461913109,1902819.159,,,,,,,,,,,,,
NIST610_13,2.328995134,0.023171467,0.710036428,0.006619647,0.364308065,-0.599874902,1832435.853,,,,,,,,,,,,,
NIST610_14,2.326504241,0.022276771,0.708397704,0.007071525,0.334064556,-0.552054419,1803839.406,,,,,,,,,,,,,
NIST610_15,2.33851103,0.021786446,0.710843143,0.006535687,0.156449911,-0.652981529,1891987.368,,,,,,,,,,,,,
NIST610_16,2.319838837,0.026431777,0.709191757,0.006720405,0.310749446,-0.683066185,1721702.684,,,,,,,,,,,,,
FKN_00,82.61478831,1.366773302,1.19461251,0.018851333,0.559449777,-0.433491153,3823406.079,16294.57409,94062.77253,303833.8632,100956.5472,548.940549,636.8123059,823.4619521,28.14415255,47.38318222,26.1619963,197.0756508,2.40E-10,0.30568105
FKN_01,68.67440322,1.932558802,1.159760677,0.080181758,0.368338864,0.105740816,3293693.417,15589.76786,98279.89693,303833.8632,97238.05555,841.895498,700.6683101,792.7812146,32.94783542,54.11403136,28.87008512,193.2000446,0,8.20E-10
FKN_02,78.76596282,1.339862684,1.204323752,0.020818964,0.786392356,-0.259553332,3533569.823,15707.42026,91970.07141,303833.8632,97917.4425,913.8345539,651.9239511,798.2122062,28.59333888,48.47566084,25.10460028,193.7054077,0,0.00061513
FKN_03,73.67872798,1.41401852,1.191995717,0.022110121,0.070927694,-0.301492166,3389031.374,15494.69093,95447.92299,303833.8632,99308.52243,980.2825887,632.1878098,798.943489,30.64103646,51.55953152,26.68466773,182.8650898,0,6.95E-12
FKN_04,77.13455481,1.11673971,1.198138125,0.018851176,0.403414579,-0.489103957,3556444.4,16048.69595,95546.78549,303833.8632,99418.46537,601.1182014,0,808.7935133,29.52755804,50.01928882,25.66285136,186.9986981,0,0
FKN_05,76.01507559,1.136395736,1.197647222,0.033324143,0.240103724,0.112874379,3459548.142,15640.34119,92989.41392,303833.8632,98299.56112,574.5387795,618.9485533,795.7647379,29.58340804,50.57498997,25.71815194,188.5296038,0,0
FKN_06,73.61379651,1.07664807,1.204320768,0.019992813,0.918052393,-0.102297332,3459867.138,15847.04897,95899.74186,303833.8632,99043.22403,752.4693667,574.4967325,794.315149,30.40601888,51.75216847,26.58220553,188.5990179,0,2.12E-06
FKN_07,75.33540865,1.336335917,1.18875859,0.018474852,0.602353843,-0.832275295,3564622.913,16493.47146,94441.0948,303833.8632,101264.1822,729.1326425,568.8102518,803.8427688,30.20661524,50.7144185,26.37248591,203.8710019,1.36E-08,0
FKN_08,75.65382283,1.185754629,1.211065524,0.022694445,0.523248993,-0.447018232,3594994.696,16105.36683,93756.43761,303833.8632,98286.91476,807.1000906,497.8253124,795.4099272,30.06144466,51.10680792,26.3016737,199.7446281,1.73E-05,0
FKN_09,74.63645957,1.394812126,1.205619231,0.026908279,0.409834849,-0.41336966,3516454.072,16199.38038,93351.64521,303833.8632,97852.35639,711.8468783,502.9214787,794.1439151,29.93727436,50.97114815,25.92621877,197.8589842,3.08E-07,0
FKN_10,74.59973273,1.142582078,1.198452479,0.016974266,0.580687488,-0.535437835,3471623.784,16466.67796,95730.05342,303833.8632,101357.6365,667.7404399,519.7658186,798.272122,30.21833047,51.12792653,26.37439148,201.9812774,0,0.000692833
FKN_11,84.33097046,1.769173762,1.216061095,0.022482291,0.384912494,-0.630504385,3875370.983,16997.9837,88651.28781,303833.8632,103406.7208,608.5260031,485.4219653,839.9815649,28.15344594,48.14263305,24.5587913,215.4943941,5.40E-05,0
FKN_12,84.64399297,1.77788655,1.212279728,0.021734451,0.532762595,-0.59236644,3785470.751,16695.30099,86766.81319,303833.8632,100476.8911,574.4808046,453.2561234,824.6725722,27.60805514,47.02046473,24.08335434,210.5188574,7.70E-06,0.000834099
FKN_13,81.56697312,1.341282884,1.239474726,0.025183633,0.428570977,-0.383964523,3671819.76,16848.53048,92590.51515,303833.8632,100651.7773,629.317638,488.4279472,836.4897189,28.96028402,50.52041819,25.76316667,214.5900948,9.22E-05,0
MicaMg_01,189.9711666,6.176478136,1.858030211,0.04044812,0.215636156,-0.778298808,4638966.421,,,,,,,,,,,,,
MicaMg_02,178.7013436,4.914365404,1.824972551,0.039546806,0.170428669,-0.5963214,4449404.176,,,,,,,,,,,,,
MicaMg_03,178.8719174,5.696391003,1.848471199,0.035362771,0.353202027,-0.681490167,4550386.299,,,,,,,,,,,,,
NIST607_00,34.89895531,0.651987027,1.22197179,0.017806627,0.395823561,-0.692416287,2393963.425,16789.84463,81193.62773,303833.8632,97902.68938,838.2284296,601.5952563,518.2066822,42.00538021,72.16473941,39.80492698,49.42766416,0,0.001318446
NIST607_01,29.4359943,2.645434598,1.123571276,0.127320104,0.299279867,-0.174307175,2186022.005,17579.91641,78904.86202,303833.8632,96522.38073,937.6690051,655.3716375,521.9821314,56.96061649,86.25773207,46.39196862,49.38310646,0,2.22E-09
NIST607_02,33.92168155,0.657179784,1.198541882,0.016522619,0.685307273,-0.480441028,2171285.107,16915.44421,82556.64213,303833.8632,98036.32847,936.694109,625.3194941,527.7912298,43.81762584,74.12105858,39.10998678,49.79833992,2.44E-09,0.309882635
NIST607_03,33.02110731,0.728891924,1.209847363,0.017944138,0.349173958,-0.761586503,2204312.475,17423.87544,80517.80478,303833.8632,101400.0344,1067.828598,661.168577,528.2031608,45.31224722,77.36231132,39.86134842,51.33564657,0,0
NIST607_04,33.34396286,0.7509503,1.196739141,0.020900454,0.228430573,-0.730666236,2073846.101,17643.61236,79710.38564,303833.8632,96504.17208,820.4368008,683.2690766,528.113938,44.78936523,75.85188285,38.72353685,49.62387244,0,0
NIST607_05,33.4403121,0.615500464,1.191469406,0.017137071,0.320734412,-0.745550859,2157826.122,17915.17938,78533.34822,303833.8632,99003.05341,1029.599357,653.2850297,531.6940262,45.08832645,75.94707316,39.03486776,50.63305712,0,3.06E-05
NIST607_06,33.82005297,0.632793033,1.216360213,0.022111791,0.353673983,-0.583361673,2163883.102,18056.83072,82007.26009,303833.8632,101102.8483,713.6434244,618.5763467,536.1320401,44.85484715,76.86738736,39.47611441,51.22247364,0.000543448,0
NIST607_07,32.81946146,0.578832303,1.19762598,0.018876006,0.213181325,-0.675372813,2249151.082,17014.03284,81011.62253,303833.8632,96049.12726,702.7243707,541.2886227,521.336634,45.16330142,76.23917325,39.44522738,50.51262088,0,1.31E-05
NIST607_08,33.37546204,0.588910922,1.217057964,0.01810515,0.247666511,-0.692797143,2026010.039,18202.35566,80313.709,303833.8632,103549.8196,772.6219956,548.166594,538.6589769,45.56857944,78.01909039,40.13786754,53.23533029,0.337889001,0
NIST607_09,32.53004551,0.569279089,1.218826773,0.018026967,0.580679035,-0.469160682,2170666.458,17487.53224,82053.72848,303833.8632,99129.40104,838.63703,534.1850391,531.0085251,46.12607433,78.73889514,40.38543961,53.743566,0,0
NIST607_10,32.40860866,0.622930132,1.195118504,0.018846423,0.20991973,-0.67442898,2038740.427,17694.86232,80673.64956,303833.8632,97735.60033,897.0168167,644.9273988,534.3682663,46.60085002,78.61012448,40.46982534,54.33598446,0,0
NIST607_11,31.87172882,0.594451861,1.210982675,0.023599721,0.458860768,-0.466508882,2065770.36,17549.82915,80757.28959,303833.8632,93888.76238,698.8213512,532.9939606,517.9624031,45.97312132,78.16419266,40.92966749,50.42809542,0,0.000822037
NIST607_12,29.28856312,0.438672724,1.202094866,0.017733229,0.441888032,-0.531281253,2433210.737,16276.75184,84841.84836,303833.8632,91029.49801,723.5374383,534.9625712,484.7039842,46.73737308,79.06726692,41.1011006,38.54355329,0.225267243,0
NIST607_13,33.3179541,0.865635001,1.217397143,0.019342252,0.243434142,-0.813017482,2027734.948,17808.34663,80406.32506,303833.8632,97654.42109,723.2753044,475.1211536,539.2829623,46.07011279,78.43043734,40.13959799,55.02575422,0,0.003558204
GM09_NBP2002-34MC_#20005,7.254360764,0.168236999,0.730631336,0.014799341,0.364403047,-0.639749728,1509331.751,20748.70431,106871.173,303833.8632,106022.9299,546.0195487,364.1810689,531.3089873,207.0844271,212.1137652,194.0111747,27.09779746,0,0
GM09_NBP2002-34MC_#20006,3.987183769,0.085438655,0.720987579,0.015108732,0.270963657,-0.549442882,1507390.281,9005.054438,107097.7256,303833.8632,127001.09,817.6045032,564.5192541,507.3055217,359.9202364,361.3640128,339.3301641,40.56126515,3.34E-09,0.001672479
GM09_NBP2002-34MC_#20008,57.81828366,2.321510335,1.071527928,0.048303641,-0.031931825,-0.289769652,1105233.144,15069.07969,108257.352,303833.8632,118791.5028,1085.348857,663.1435189,372.3284141,18.43411768,27.50298456,16.99646053,8.603333264,0,0
GM09_NBP2002-34MC_#20009,21.65270902,0.499122615,0.765621641,0.019809627,0.315195819,-0.528674471,2280518.973,18897.32368,108473.0511,303833.8632,111876.2085,793.3883052,443.6793232,752.1011834,98.50903002,105.6774675,90.47952226,45.73184401,4.06E-08,0.000113728
GM09_NBP2002-34MC_#20010,6.737473376,0.143115638,0.752952974,0.013391497,0.349255175,-0.672187503,1845033.971,6649.604545,110752.479,303833.8632,132788.8137,343.8958139,168.2719054,644.7640152,270.8510837,286.1896959,250.5315356,97.30879409,0,0.207160442
GM09_NBP2002-34MC_#20011,3.944294682,0.086177955,0.733543514,0.015156219,0.287423767,-0.643326602,1071940.492,5364.585033,109975.5278,303833.8632,136712.5133,551.9511792,279.0518527,382.5368327,274.6976043,283.0335808,254.0404508,45.40412658,6.19E-07,3.40E-07
GM09_NBP2002-34MC_#20013,9.34559848,0.573827234,0.777239206,0.016867934,0.672081009,-0.612479097,667931.6871,13484.52066,110906.3444,303833.8632,116895.965,1983.692726,1469.439474,250.6982405,75.91655094,82.39664967,71.06913732,22.96310136,0,2.77E-05
GM09_NBP2002-34MC_#20014,94.63015319,10.87379017,1.341821671,0.088241016,0.598312997,-0.628471357,1409421.917,5146.013709,110194.5134,303833.8632,140054.8057,434.0362365,156.6655754,470.0978916,16.87701721,28.97081094,16.00655934,9.810224829,7.50E-06,0
GM09_NBP2002-34MC_#20015,7.716776416,0.119334784,0.75140608,0.012351811,0.335293227,-0.469644245,1360887.302,4997.645126,106749.9897,303833.8632,137610.0895,1495.544117,1207.993695,455.255746,165.8684584,174.891916,154.6202359,68.8540317,0,0.000416129
GM09_NBP2002-34MC_#20016,44.95795163,1.487031245,1.015333557,0.027861589,0.291974449,-0.678023059,1519139.009,6423.497337,110720.366,303833.8632,134502.5958,965.2303859,750.1781301,505.1131793,31.92864213,45.54105763,29.49384968,95.02024266,0.000105977,0
GM09_NBP2002-34MC_#20017,3.193724788,0.089100665,0.711967744,0.01267198,0.618662247,-0.661112863,1516006.924,7304.775733,106437.3948,303833.8632,133637.7377,839.7488352,641.1603038,439.6240272,388.6642888,392.4539,358.9666061,21.6886715,0,0
GM09_NBP2002-34MC_#20019,8.59423804,0.254176494,0.730107082,0.012407987,0.290507156,-0.852922281,1764410.836,12754.56325,107247.1991,303833.8632,123057.8335,649.3654874,456.8069325,574.0241945,188.3888241,191.5722095,172.583571,32.42375466,0,0.000437561
GM09_NBP2002-34MC_#20020,2.472326975,0.064545071,0.717773873,0.013371229,0.312778801,-0.748566431,1230007.532,24585.95045,106459.1061,303833.8632,93707.62536,2466.862864,2464.654694,376.996002,432.4151216,435.6911906,398.8617221,34.8722375,0.00021063,0
GM09_NBP2002-34MC_#20021,4.929658196,0.088423899,0.740478714,0.013279042,0.280215341,-0.615558301,1314986.336,8860.153246,108619.9722,303833.8632,126820.7347,1020.94935,695.6580839,480.3634363,275.0648472,286.4556607,250.9125836,110.31812,0,3.46E-05
GM09_NBP2002-34MC_#20022,15.49159239,0.245436291,0.786811507,0.016812033,0.054299641,-0.072922298,1195199.861,3543.890854,107889.7743,303833.8632,140949.4848,576.7074927,315.810905,389.4433831,71.00057572,78.43972222,64.6513203,57.26609844,0,0
GM09_NBP2002-34MC_#20023,5.770505895,0.119105391,0.718030348,0.015003127,0.33453864,-0.582940218,1515198.571,9004.054103,109822.3605,303833.8632,128637.2933,605.0402708,440.2350232,540.3927254,264.765631,266.9417983,243.1703328,45.22341751,0.000212976,2.46E-06
GM09_NBP2002-34MC_#20024,9.359552375,0.208965516,0.733391056,0.015393125,0.391706003,-0.600398439,1090368.757,7582.776206,108590.5701,303833.8632,127006.3517,0,0,418.9645727,126.7344273,130.4817098,114.8033127,61.8093574,0,0
GM09_NBP2002-34MC_#20026,13.60507732,0.2859673,0.744678683,0.016263529,0.490095365,-0.555031001,2268570.312,13916.50153,107268.278,303833.8632,118886.3152,1506.791746,1165.545264,743.4035839,154.6269126,163.0417931,141.5623806,39.43029158,0,1.65E-07
GM09_NBP2002-34MC_#20027,16.66341168,0.819929759,0.758785882,0.016597242,0.334302787,-0.922015011,1620010.78,21567.38573,107566.0987,303833.8632,103230.7504,747.5120585,549.5202461,619.9110496,106.8384299,112.0529787,97.98968888,56.35159285,0,0
GM09_NBP2002-34MC_#20030,14.24419352,0.403334281,0.740008482,0.010577486,0.068584449,-0.878836207,1905354.36,12754.98102,106624.7832,303833.8632,127909.4332,2808.039185,2941.69807,542.3721217,107.8332976,112.5291171,98.08769055,15.18550851,0.000681291,1.41E-08
GM09_NBP2002-34MC_#20031,1.76966333,0.054911718,0.717491947,0.013113637,0.063930246,-0.841902453,955449.8593,4627.298151,110725.4835,303833.8632,137451.3926,340.8965716,276.2874799,290.6911707,466.7409745,471.6040743,426.3842487,128.969155,0,1.07E-09
GM09_NBP2002-34MC_#20032,2.193825037,0.043065339,0.700614721,0.028649364,0.52650839,0.107324567,884633.1386,7321.240619,106760.7649,303833.8632,127751.0706,366.5566304,320.3492096,329.8413403,424.0709754,420.6952747,385.6953257,53.50416862,0,2.17E-09
GM09_NBP2002-34MC_#20034,2.164967782,0.035102509,0.716399946,0.014832946,0.476742383,-0.004469399,916105.0359,10755.8964,108471.213,303833.8632,126345.1578,1204.715912,995.5647534,289.4868045,376.5329869,378.9074839,339.140289,129.7481724,0.000573402,0
GM09_NBP2002-34MC_#20035,2.322910724,0.06042459,0.70574081,0.019056613,0.393361556,-0.323387336,744733.8808,5950.517598,110810.8523,303833.8632,128525.1035,399.5269219,391.6231987,276.7466321,338.6366359,341.0368382,304.615609,37.78246858,0,1.12E-08
GM09_NBP2002-34MC_#20038,3.237823777,0.058898135,0.737379593,0.011841795,0.384738054,-0.615192809,991472.6534,5602.142697,109510.658,303833.8632,135061.7942,849.4165964,638.1346406,321.5758321,280.3603127,291.2034582,251.2786965,116.2180207,4.13E-05,0
GM09_NBP2002-34MC_#20039,5.131560959,0.131958589,0.743794572,0.014679111,0.357736145,-0.589634126,803454.2698,9254.803174,106486.7983,303833.8632,122440.7322,393.6150339,518.1814876,288.7459131,158.6742215,167.3261192,144.0172479,22.44350295,0,1.98E-07
GM09_NBP2002-34MC_#20040,5.715138689,0.135096579,0.754420951,0.011525065,0.192489569,-0.813179422,1332112.492,6547.114258,108553.433,303833.8632,130209.1109,543.6128725,465.2359048,449.7287335,221.9376066,235.929242,198.3896138,75.31948826,0,3.97E-07
GM09_NBP2002-34MC_#20041,6.556087333,0.089844123,0.74325525,0.0093166,0.236870681,-0.697214277,2111204.423,4957.484986,108010.9,303833.8632,143822.7843,744.6849221,636.6137244,520.5794421,222.9717908,233.5730121,199.664979,210.2073471,7.85E-07,0
GM09_NBP2002-34MC_#20044,4.061976954,0.096236685,0.734473692,0.012417864,0.406682222,-0.688313545,931420.4127,5341.344697,108051.698,303833.8632,136292.2291,0,1339.411595,295.401979,205.8946352,213.5687675,183.314176,141.5485181,4.80E-06,2.02E-06
GM09_NBP2002-34MC_#20046,14.46064661,0.687842574,0.724449277,0.012093737,0.306280878,-0.938284454,2564598.838,12320.40787,106585.0134,303833.8632,129071.643,783.9657624,508.478761,676.2827792,133.8009423,138.632023,118.0599065,20.62286961,0,0
GM09_NBP2002-34MC_#20048,17.52001051,0.455843446,0.8288327,0.016513781,0.353157714,-0.713551341,2118753.503,5621.699494,109630.3439,303833.8632,132981.0128,1799.371756,1365.865023,820.3661376,132.7852053,154.631703,120.2171085,73.74972713,9.65E-05,3.54E-05
GM09_NBP2002-34MC_#20049,5.806217722,0.110048336,0.743183987,0.014716001,0.34189482,-0.562756074,1185308.259,6480.438039,107377.342,303833.8632,127065.9174,561.9916597,210.3740923,421.6745838,203.8235286,214.0879555,183.085539,48.82872341,0,0
GM09_NBP2002-34MC_#20054,4.833943347,0.102618799,0.718978147,0.013586028,0.369562318,-0.633508421,1019327.421,20509.72786,107506.9015,303833.8632,106261.1749,469.0503344,376.3738445,364.5014307,213.3359808,215.3015438,189.5990058,40.54780598,0,0
GM09_NBP2002-34MC_#20055,4.093995367,0.080908314,0.736687698,0.016128464,0.453784107,-0.470450084,1196539.205,8623.269381,107848.9505,303833.8632,128567.2594,638.6041616,442.0875727,426.7252002,294.674918,304.9143257,262.2729389,101.4378399,8.74E-05,0.002664558
GM09_NBP2002-34MC_#20057,1.421441565,0.036056163,0.724971471,0.011406404,0.205227906,-0.806688933,674026.0521,10413.56136,105809.7725,303833.8632,121972.353,1186.829694,962.8804023,218.6538388,429.2691359,437.8569189,382.6240191,100.9216175,0,0
GM09_NBP2002-34MC_#20059,0.917504431,0.019690264,0.709185083,0.013044388,0.433239404,-0.64487937,520609.2151,8087.294406,109783.3083,303833.8632,125647.4498,675.2096292,582.8263678,187.2205869,574.4415709,569.2189336,514.0732172,33.56013452,6.02E-06,0
GM09_NBP2002-34MC_#20060,12.21314609,0.427457611,0.73174373,0.010331406,0.351193156,-0.792875981,3061639.419,13564.56699,102103.3307,303833.8632,118593.6712,2617.803591,2139.07791,891.3599624,206.467841,212.9100499,182.3920092,31.02363616,0,0
GM09_NBP2002-34MC_#20061,3.111141582,0.075444408,0.727103326,0.009883189,0.244046461,-0.84793542,1451499.229,6238.748322,105108.9379,303833.8632,134305.0012,953.3164015,658.8970615,439.691517,398.3668589,408.0573553,357.8199966,40.92982378,3.74E-07,0.001247681
GM09_NBP2002-34MC_#20063,8.696245061,0.237781626,0.731240458,0.011754747,0.483037117,-0.756422975,1583211.229,12378.02183,105327.1144,303833.8632,120866.6889,1438.619799,1040.058005,490.3145881,159.9835535,165.3583955,140.5069515,30.73057399,0,0
GM09_NBP2002-34MC_#20065,7.560647435,0.132354546,0.756084308,0.009809715,0.2717776,-0.742660525,1019549.863,4426.922646,105315.4564,303833.8632,131639.0913,898.4380594,687.2276311,377.7358571,140.3483529,149.6799068,125.8409646,18.46010752,4.03E-08,0.000121548
GM09_NBP2002-34MC_#20111,0.262263669,0.018601195,0.721192115,0.014029668,0.075208867,-0.897886541,55658.42305,56029.85233,162680.8465,303833.8632,4972.449125,55697.41832,54312.82783,29.65036001,318.4348939,323.1183776,282.2566728,33.6806225,2.95E-10,0
GM09_NBP2002-34MC_#20112,0.017414756,0.002643831,0.713309013,0.017629369,0.247960459,-0.671051001,7679.687241,55489.14699,167242.2038,303833.8632,2446.655793,60815.57753,62176.86331,4.229851604,675.6892407,674.7704353,596.2573829,19.18885581,0,0
GM09_NBP2002-34MC_#20113,0.010463553,0.001388794,0.713266951,0.013697776,0.06198412,-0.760774165,3242.628596,48845.16883,186811.2625,303833.8632,1444.808445,82791.49525,81844.38519,1.849011111,498.6408587,500.5875808,444.9524129,22.68406542,2.00E-11,0.001337293
GM09_NBP2002-34MC_#20114,0.226370746,0.020004004,0.708063802,0.012425559,0.158091779,-0.942002235,112821.0317,65206.18268,137377.4354,303833.8632,9903.490068,31437.95811,32022.16922,47.90884965,599.0320173,597.8339772,534.1813482,34.25704632,0,0
GM09_NBP2002-34MC_#20115,0.929058848,0.047638583,0.789505663,0.084283505,-0.060643159,-0.243439704,57361.77397,69828.302,132048.3716,303833.8632,6839.667226,19359.46472,19367.72214,24.5049904,76.86251953,85.67748189,68.49334195,32.84270114,0,0.205597096
GM09_NBP2002-34MC_#20116,3.074716595,0.073743614,0.764811786,0.015122375,0.552985413,-0.563258356,578318.8831,63279.09824,123740.4341,303833.8632,20507.57251,6977.368216,7016.496819,255.2895414,233.2079592,251.7427984,208.0201591,2.649754248,7.74E-12,0.000718292
GM09_NBP2002-34MC_#20117,0.152188862,0.010522392,0.708963983,0.014245709,0.227161725,-0.902972163,74219.39879,72305.65906,122782.5405,303833.8632,8019.617549,10134.05736,9852.918547,29.10356747,542.2768238,541.5652329,481.6633602,11.62392021,0,0
GM09_NBP2002-34MC_#21008,24.00290733,0.634175742,0.865189144,0.019848266,0.323717861,-0.651027716,858945.3517,21676.81432,106943.9868,303833.8632,101280.0441,1617.369196,1364.292854,310.2067686,36.67423561,44.60835314,32.29848158,31.51058083,9.68E-11,0
GM09_NBP2002-34MC_#21013,9.891608324,0.254716394,0.771924792,0.014362217,0.462905857,-0.716338297,894623.2232,11054.94059,107413.1619,303833.8632,122849.9753,1019.449449,688.8930367,282.8898301,81.0489677,88.11443057,70.46814681,25.26758025,0,0.000567175
GM09_NBP2002-34MC_#21016,41.20354113,1.281740113,0.971635589,0.024724926,0.508935786,-0.625620046,1467664.102,7358.040697,107021.5068,303833.8632,130255.1844,507.4906151,308.1909041,481.6352709,33.30814818,45.36063213,29.09295005,113.1473791,1.13E-09,0
GM09_NBP2002-34MC_#21032,1.566729899,0.024605481,0.708656682,0.011760835,0.335849246,-0.553641187,890849.8875,9924.13892,109243.834,303833.8632,123648.0647,1379.314462,1051.463243,322.2917854,582.3506875,581.602364,511.9153255,62.37498302,0,4.62E-05
GM09_NBP2002-34MC_#21035,1.885529579,0.026053242,0.71842682,0.012045152,0.317089674,-0.464729328,679582.6498,5906.801955,107807.6612,303833.8632,131450.2556,405.4029202,385.0814054,227.0639795,339.1211318,343.5950794,298.2327978,38.27597923,1.60E-08,0
GM09_NBP2002-34MC_#21038,5.279118162,0.071516136,0.738397273,0.010544917,0.241970789,-0.642567751,1239212.78,5005.376615,105788.7496,303833.8632,138164.5448,1529.345197,1567.91911,348.2913806,185.1952543,192.9316405,162.3691386,80.51051896,0,2.44E-06
GM09_NBP2002-34MC_#21039,5.031691282,0.072309172,0.740962848,0.013778162,0.7104102,-0.009361842,802311.8817,8399.662922,106933.7044,303833.8632,128062.2569,623.4169155,391.4849702,290.8425037,162.926809,169.9276651,143.383703,23.10425043,2.32E-07,0
GM09_NBP2002-34MC_#21041,5.605876676,0.081567555,0.744476906,0.008428206,0.039245734,-0.797550009,2000352.373,2268.831372,104153.1398,303833.8632,142018.4395,788.5846092,513.6417397,509.9736358,255.9103397,269.2185803,226.1790242,30.31775988,0,1.71E-07
GM09_NBP2002-34MC_#22013,14.83417187,0.346757035,0.79452307,0.014898064,0.332885828,-0.690111766,948895.7747,7863.161801,105614.9401,303833.8632,132351.0536,404.5071204,347.8792272,275.2837098,52.11285384,58.33650366,45.87709848,16.54977089,2.86E-06,0
GM09_NBP2002-34MC_#22016,44.28847224,1.088771795,1.011729793,0.024072184,0.272219927,-0.618092434,1469370.923,10943.90377,109876.6764,303833.8632,125569.5186,573.2531078,529.3281542,479.5466959,30.60537269,43.20971293,26.51745084,99.85677086,0,1.90E-08
