spot_id,StdCorr_Rb87_Sr86s_mean,StdCorr_Rb87_Sr86s_2SE(int),StdCorr_Sr87s_Sr86s_mean,StdCorr_Sr87s_Sr86s_2SE(int),87Rb/86Sr - 87Sr/86Sr Rho,87Sr/87Rb - 87Rb/86Sr Rho,Rb85_mean,Na23_ppm_mean,Al27_ppm_mean,Si28_ppm_mean,K39_ppm_mean,Ca43_ppm_mean,Ca44_ppm_mean,Rb85_ppm_mean,Sr86_ppm_mean,Sr87_ppm_mean,Sr88_ppm_mean,Pb208_ppm_mean,Th232_ppm_mean,U238_ppm_mean
GM12_JR104-GC360_#20082,0.35788279,0.009222636,0.704259883,0.011554106,0.278643404,-0.826616783,134807.6864,27547.55755,93224.54865,303833.8632,20839.12257,31775.21077,25362.93607,40.3636106,317.3947249,314.4348961,277.6339682,10.07789797,4.931765307,1.044746298
GM12_JR104-GC360_#20083,0.008451387,0.001697985,0.706882305,0.013057244,-0.211400126,-0.294972212,6935.737931,51093.67779,179596.6797,303833.8632,2916.793246,77976.939,64366.79043,3.717327314,1225.437098,1218.112174,1221.726864,18.27014913,0,0.170901984
GM12_JR104-GC360_#20084,0.060691451,0.006341336,0.708456657,0.014387601,0.114944668,-0.46349933,36855.33684,57498.21325,151086.4547,303833.8632,5452.282481,47820.67174,38612.06532,16.54600378,770.5117136,767.3882589,728.9837513,14.34564032,3.27E-06,0
GM12_JR104-GC360_#20085,0.143894828,0.005061689,0.709337477,0.013262112,0.310390606,-0.844215757,66732.81754,59150.52683,151398.8244,303833.8632,11030.09692,51590.50805,40448.2223,28.67569326,565.1294668,563.41459,493.4616384,14.60375498,0,0
GM12_JR104-GC360_#20086,1.110320673,0.043615412,0.709550686,0.013123258,0.29289826,-0.866634479,435209.9395,50124.067,154961.7644,303833.8632,26995.06484,47072.76793,36724.3925,174.2983059,446.8690993,445.5753482,392.009801,6.188563578,4.00E-05,0.000466729
GM12_JR104-GC360_#20087,0.013899334,0.002213198,0.704972836,0.011404541,-0.015478169,-0.875309989,13901.26621,63087.33158,147611.5226,303833.8632,2261.641826,43462.27515,34644.66689,6.062602016,1234.298355,1223.20068,1235.173643,13.94831233,0,0
GM12_JR179-BC512_#20021,7.064512184,0.117099754,0.715736331,0.012906057,0.556786187,-0.399151142,953452.6822,18080.34047,105671.9174,303833.8632,113099.0703,324.3499123,280.5061993,291.9512617,116.3415146,116.9665092,102.152993,27.16396508,0.000511456,1.50E-05
GM12_JR179-BC512_#20030,5.678310868,0.095493424,0.708950938,0.011229128,0.60364808,-0.542230899,1028352.009,29518.0272,105132.8782,303833.8632,93370.75803,1160.150885,955.9360563,269.0368184,133.8992713,133.8380687,118.2222982,9.692105565,1.192108608,0.097153533
GM12_JR179-BC512_#20032,131.5612991,4.055931381,0.874486073,0.029587853,-0.14817853,-0.480461583,1251650.712,8604.227229,64981.97923,303833.8632,78257.23267,158.1747842,74.69859693,277.8685585,6.039607559,7.387624974,5.200218084,11.06634644,8.81222634,2.794430027
GM12_JR179-BC512_#20033,30.79230625,0.74253065,0.714215138,0.018736286,0.531520997,-0.440923434,1158409.018,7082.389612,106860.1427,303833.8632,133041.9611,329.7559568,211.8551158,382.2426997,35.12312137,35.18209102,30.31952359,12.01571285,0,0.000606281
GM12_JR179-BC512_#20034,29.14440406,0.685302115,0.741936637,0.017315232,0.341160456,-0.72473618,1365221.379,28566.30228,104457.177,303833.8632,88990.95355,1526.717329,1300.705419,407.7357956,39.66614035,41.29497244,34.68110367,11.50789256,8.89E-06,0.000218183
GM12_JR179-BC512_#20088,0.061727705,0.005860014,0.705182961,0.013749829,0.001859486,-0.855725098,27645.2914,63933.49525,140251.284,303833.8632,5958.624952,35429.2712,28014.29306,11.45840233,530.8422137,525.0655748,462.5156263,8.392583789,0,0
GM12_JR179-BC512_#20089,0.635581576,0.025303283,0.708408435,0.012541218,0.326015295,-0.894361619,186931.1697,59864.50882,147789.6887,303833.8632,22345.00075,27256.40911,21409.05361,77.13750614,345.6720641,342.0113017,301.6581707,3.109756868,0.000142319,2.08E-05
GM12_JR179-BC512_#20090,0.242468963,0.00646536,0.705827786,0.011969319,0.427342585,-0.692880682,157024.249,52262.81469,162807.8278,303833.8632,14815.89829,49403.96058,38380.26044,77.01233842,895.2751154,890.58722,869.7547994,3.539004924,0,0
GM12_JR179-BC512_#20091,0.052126375,0.003104143,0.709044587,0.012639365,0.102555442,-0.936185611,63212.34186,46514.17697,186417.4543,303833.8632,5931.175754,77163.19841,62114.76965,34.07337749,1842.677331,1834.840562,1842.182448,4.593155826,0,1.82E-06
GM12_JR179-BC512_#20092,0.279545664,0.013109758,0.706366688,0.013100437,0.121664127,-0.908941166,167980.9038,41602.8135,186575.6513,303833.8632,20663.30939,66346.76711,52261.49319,87.24196828,887.0237215,875.3502616,839.2094673,4.059191708,0,0.151037932
GM12_JR179-BC512_#20093,0.08214977,0.008698634,0.70666521,0.012747061,0.185833575,-0.852008627,59241.03897,45364.34686,169639.3259,303833.8632,13481.71691,75984.68819,58596.42922,30.1330694,1036.609925,1029.066124,1029.92434,9.043833569,0.000176569,1.80E-06
MSG_Kfs_#20004,27.94262052,0.518543309,0.863267627,0.017463303,0.440773447,-0.468278812,2188644.408,3525.271066,105143.7917,303833.8632,139902.7774,211.5551485,157.9806334,634.5906622,64.30293009,77.9766137,56.62271656,6.66043386,9.27E-06,2.10E-05
MSG_Kfs_#20005,7.983681571,0.197803487,0.756315964,0.012596419,0.222693666,-0.796328096,1156573.519,10089.66113,105454.54,303833.8632,126796.7614,699.1546646,469.1951396,341.8775287,121.7353831,129.4923717,106.2490324,13.88119397,0,0
MSG_Kfs_#20006,4.875602509,0.099381749,0.732662992,0.014773412,0.152048374,-0.140810741,1407070.55,8378.442393,104325.3155,303833.8632,133860.6307,300.2052517,201.1955149,361.2219928,209.9017441,216.272072,181.9123961,19.14325005,7.55E-07,0
MSG_Kfs_#20007,16.06916765,0.445947674,0.783396443,0.014225472,0.204232649,-0.015151649,1806976.242,3574.447933,101315.7634,303833.8632,143406.1962,327.7827653,223.8309418,471.1806501,83.88247377,92.58711056,72.45226359,12.21261497,0,1.29E-05
MSG_Kfs_#20008,29.29386498,0.996732682,0.878559512,0.017700431,0.413031844,-0.823055938,1752128.687,2541.024513,102606.1432,303833.8632,137366.9561,249.1955445,229.4254096,482.3571477,47.05632003,57.97045102,41.34363956,5.371193503,3.56E-06,0
MSG_Kfs_#20009,5.333933419,0.168603617,0.735126695,0.012992011,0.080507679,-0.876095215,1341851.004,7744.310841,102986.1601,303833.8632,128885.5953,518.4187284,375.5911082,350.4806207,186.3996654,192.6236711,164.6951108,20.87680249,0,0
MSG_Kfs_#20010,12.82153777,0.245378372,0.792803846,0.016044823,0.345210543,-0.544292724,1055354.329,8819.566742,104796.6968,303833.8632,121801.2052,542.0694343,408.9327317,366.8842795,81.10855864,90.22461412,70.47208411,32.87511927,6.25E-05,4.39E-05
MSG_Kfs_#20011,22.58050617,0.489707458,0.826074493,0.014935827,0.701445853,-0.565588142,1700083.176,6408.362767,101812.5331,303833.8632,129393.2811,481.4619154,309.2836964,453.3160145,57.22161593,66.54706711,49.35399518,14.35920864,2.745584518,0
MSG_Kfs_#20012,6.184852704,0.212721349,0.74186696,0.014568692,0.421201499,-0.811633794,1004955.387,20717.01871,104031.6428,303833.8632,104116.2517,1131.634908,814.6898225,307.9955935,142.5897468,148.0404111,123.8584004,14.3066242,0,0
MSG_Kfs_#20013,7.005253521,0.218903047,0.737088315,0.01312969,0.289557681,-0.818588997,1409944.492,13505.90322,106545.9039,303833.8632,123142.885,488.7416335,430.4380809,389.6912317,158.0101373,163.766423,136.8306207,13.56726703,5.12E-05,0
MSG_Kfs_#20014,12.52683279,0.228730421,0.77924721,0.016194913,0.410387311,-0.462181286,1213739.424,16230.82566,102895.9287,303833.8632,109392.9348,906.2455725,623.4023129,358.4016525,81.0580099,88.5966802,70.35408186,38.63281369,0,0.000414649
MSG_Kfs_#20015,11.61473227,0.358251097,0.778315533,0.016040962,0.043382882,-0.66977394,1315264.259,11326.77659,103409.9266,303833.8632,121410.8629,648.0320104,385.9832441,394.0955096,95.41780948,105.8590643,85.05620445,25.90883228,4.22E-06,0
MSG_Kfs_#20016,6.028796277,0.095772631,0.738623974,0.011076063,0.375789379,-0.594848861,1499655.667,7012.270982,102284.007,303833.8632,137542.3977,357.1428329,412.6358957,433.5810798,203.4150814,211.220848,177.2244292,32.26061974,0,0
MSG_Kfs_#20017,8.771395785,0.374636138,0.752049048,0.013567939,0.14732644,-0.901436889,1374948.317,6440.716111,104042.3533,303833.8632,133437.9456,641.1122657,481.3772204,390.3967596,129.6671604,136.9340215,113.0072537,13.2016991,0,0
MSG_Kfs_#20018,10.64956924,0.47213407,0.767212362,0.01324118,0.256269314,-0.928516513,1564646.233,4543.23417,104145.6736,303833.8632,139270.2288,546.1514098,419.9214765,435.4980651,119.2626265,128.3627803,104.390576,19.06114752,3.24E-06,0
MSG_Kfs_#20019,12.88165346,0.349858325,0.788077421,0.013451651,0.198631857,-0.626672472,1428701.393,5656.092261,105077.554,303833.8632,137150.8987,387.9544027,214.6077331,400.7918807,88.31014833,97.65932633,77.51543429,37.83234577,0,0.000202281
MSG_Kfs_#20020,11.3713985,0.245183058,0.77279789,0.012527968,0.152955015,-0.759592337,1757720.227,5833.521157,97663.31966,303833.8632,141974.966,263.2801921,188.6474134,438.9934855,109.4678242,119.0593696,95.78672674,22.42290064,3.61E-05,0
MSG_Kfs_#20021,11.00032841,0.310717294,0.768955882,0.014257266,0.26523596,-0.800919548,1611594.472,3369.099204,102016.428,303833.8632,141104.037,8135.472057,6290.487614,456.782825,117.7338018,128.1884526,102.1688585,23.72183493,0,1.49E-05
MSG_Kfs_#20022,4.000230954,0.083761304,0.730269791,0.014474222,0.403423181,-0.587369798,994779.9449,12949.93263,101485.513,303833.8632,119566.1038,2041.210819,1665.117691,280.4217892,198.9869461,203.5831391,175.2286897,31.88954639,0,0
MSG_Kfs_#20023,4.643787313,0.167274547,0.733636671,0.012892325,0.258838387,-0.869569028,1071907.295,20373.26699,105811.6762,303833.8632,114744.4472,1681.371565,1314.662236,303.4263773,186.3605866,191.9284351,162.5306835,16.83502612,4.11E-05,1.12E-06
MSG_Kfs_#20024,10.05335016,0.205547342,0.768293456,0.01609808,0.335421623,-0.577404317,1556075.605,5464.098688,105317.6239,303833.8632,130256.7583,459.4528026,329.5682534,464.9068177,131.170727,141.4417384,116.0024865,28.04029753,0,0
MSG_Kfs_#20025,13.70671256,0.246185617,0.795732305,0.01843788,0.130396645,-0.651324599,2052369.869,5719.753565,104510.3602,303833.8632,132987.3542,537.1176631,276.2113976,516.2645455,106.223469,118.5284358,93.87835826,20.98876763,3.20E-06,1.29E-06
MSG_Kfs_#20026,14.16117861,0.51386668,0.793256309,0.01606508,0.3200784,-0.619152874,1745354.766,7066.501881,100993.055,303833.8632,133885.1453,349.9904441,278.6719155,455.9018799,91.1104205,101.5760678,80.00876103,22.08657935,0,0
MSG_Kfs_#20027,15.08377512,0.505480079,0.802735881,0.019455526,0.249358573,-0.715800687,1529941.1,8188.741075,106254.4398,303833.8632,132496.9977,1317.172724,932.9700575,429.3219891,80.87052423,91.30952157,70.63221901,12.02199256,7.29E-06,1.85E-05
MSG_Plag_#20028,0.043508269,0.00168995,0.716486004,0.014983119,0.196868743,-0.808561899,26575.62345,50419.12624,162795.8894,303833.8632,16052.70821,45438.39357,36610.02585,12.74225882,831.9942275,832.5810554,798.3613334,12.67217507,0,0
MSG_Plag_#20029,0.091880423,0.002525372,0.713632989,0.015726173,0.1793907,-0.738924276,36057.74949,68553.08175,120498.4826,303833.8632,14468.71507,12218.70929,9138.653279,13.44467861,414.4547618,414.2932033,364.2707079,1.735550514,0.000199668,0.000344922
MSG_Plag_#20030,0.052935824,0.002893423,0.708557029,0.015430671,-0.533642448,-0.552571699,32600.23397,55091.61424,148008.1743,303833.8632,18586.84189,38760.25371,29054.77787,14.50054013,780.8841674,774.8183226,739.2581654,13.33371386,0,0
MSG_Plag_#20031,0.039732327,0.001179658,0.714603396,0.015466283,0.23026063,-0.753188956,24085.99763,55448.67688,160278.8558,303833.8632,11300.37883,49846.78224,39052.3614,11.60304013,828.6588498,833.4985134,796.3372069,12.97671754,0,0
MSG_Plag_#20032,0.030859339,0.001218846,0.709003323,0.012738827,0.236676038,-0.88506941,25500.23763,47815.02836,176416.3788,303833.8632,13680.59353,63087.2429,48838.07633,0,1165.979238,1160.642704,1164.439627,12.62881165,0,0.000528136
MSG_Plag_#20033,0.050675013,0.004043799,0.715053002,0.014698777,0.124961707,-0.856504673,28827.23368,56174.55486,152277.0279,303833.8632,13308.62864,43224.68844,33901.74467,13.4196296,771.6447424,758.8407796,688.4442328,20.24308126,1.775873232,0.917137278
MSG_Plag_#20034,0.054015339,0.002019817,0.705083659,0.014070557,0.172508154,-0.867278136,30317.44441,55981.31717,153480.0252,303833.8632,14458.47281,41318.52315,31837.37581,13.2558968,695.8241066,688.4212662,618.0036321,12.56895544,0.67961401,9.74E-05
MSG_Plag_#20035,0.095560424,0.007808486,0.69854876,0.014880171,0.173148259,-0.893018059,22900.19288,70637.0503,119704.9775,303833.8632,8057.223035,13930.60556,10336.37465,9.121972249,270.1541367,264.1236934,235.6992084,2.699993421,0.000206625,0
MSG_Bt_#20036,652.0445077,34.56173474,4.504624291,0.189153319,0.783281443,-0.544079306,1774296.677,,,,,,,,,,,,,
MSG_Bt_#20037,521.2941861,29.51218396,3.857510586,0.211456425,0.815543448,-0.241833852,1766416.488,,,,,,,,,,,,,
MSG_Bt_#20038,519.581953,18.55567071,3.810988354,0.147974514,0.776841556,-0.134541552,1967044.281,,,,,,,,,,,,,
MSG_Bt_#20039,1047.565032,58.95732198,7.274369874,0.418521582,0.891002103,-0.32111995,1620540.698,,,,,,,,,,,,,
MSG_Bt_#20040,989.0914149,40.81784333,6.622376581,0.35452252,0.494352549,0.032348875,2099945.631,,,,,,,,,,,,,
MSG_Bt_#20041,570.0851462,28.13219725,4.224976766,0.196721789,0.773661383,-0.410677632,2231962.341,,,,,,,,,,,,,
MSG_Bt_#20042,1248.303655,76.35419238,8.509685106,0.571673277,0.431834589,-0.087295473,1872767.658,,,,,,,,,,,,,
MSG_Bt_#20043,175.4380275,4.560002576,1.805123697,0.061366205,0.739827465,-0.078763548,1344476.8,,,,,,,,,,,,,
SG2_Kfs_#20004,0.852623692,0.01756234,0.712202954,0.014403036,0.354922149,-0.587131504,905276.1327,23462.63683,106884.473,303833.8632,95585.12672,3229.611494,2134.877344,294.5168133,974.9302682,972.8840242,972.9489326,90.1285341,0,3.05E-05
SG2_Kfs_#20005,1.365934113,0.031261589,0.718487007,0.016024301,0.139738953,-0.672537332,1121491.663,21447.43069,104363.4458,303833.8632,106338.3123,846.679433,664.500424,372.7615053,778.9257746,783.9229619,773.0458521,82.08541254,0.000233177,0
SG2_Kfs_#20006,0.944066393,0.021510899,0.716584011,0.015550456,0.26303909,-0.638854344,884719.1661,27546.09832,108346.064,303833.8632,91413.34464,1597.790908,1231.494658,283.7448301,852.681289,857.4007442,852.9866455,75.91402999,0,0
SG2_Kfs_#20007,0.867750366,0.016804638,0.717134082,0.014791788,0.090900836,-0.351913039,964947.0095,17634.75569,105087.5446,303833.8632,108816.5102,1021.76737,644.706346,307.5618517,1005.391224,1009.852575,1013.375785,91.77208254,0,1.59E-05
SG2_Kfs_#20008,1.0865718,0.022454067,0.715159002,0.014575936,0.279550823,-0.615157216,969042.3231,26444.5873,112825.5346,303833.8632,87137.35225,8309.360337,6017.630933,336.9650308,874.3168415,876.431039,872.5420715,80.68336709,6.24E-05,0
SG2_Kfs_#20009,1.100687373,0.026795701,0.712856938,0.014012969,0.293644548,-0.696661776,1445499.002,18123.9074,104774.638,303833.8632,110155.9925,1203.336255,874.3632909,426.8473574,1094.293769,1094.756629,1095.550526,112.10921,0,0.000211501
SG2_Kfs_#20010,1.251639459,0.026684014,0.71845264,0.014508924,0.284084418,-0.634987629,1183763.426,17934.72757,105883.5853,303833.8632,106214.9505,1211.07595,831.4447104,405.9617097,919.9310237,926.5569732,922.2602539,87.05733459,3.44E-06,0
SG2_Kfs_#20011,2.230909821,0.050042445,0.729874075,0.015372028,0.356427412,-0.604887772,1796374.341,15564.26771,106215.7168,303833.8632,110815.3126,915.7667228,777.0762659,521.3448903,662.4586678,674.4060828,667.174369,95.66986155,2.13E-06,0
SG2_Kfs_#20012,0.983048495,0.019834588,0.719450207,0.015583213,0.214525984,-0.547701396,1070735.229,19063.38794,108267.6301,303833.8632,105823.287,858.5026363,681.4895657,336.5171208,972.9090761,981.9662103,979.2573296,84.57349818,0,0
SG2_Kfs_#20013,0.974315569,0.020261824,0.716638506,0.016409021,0.251923095,-0.578758048,1020157.871,17502.9732,107690.9544,303833.8632,110560.9125,1110.003036,755.5241633,316.709134,922.6681161,926.0695052,915.0379277,89.22334667,4.67E-05,0
SG2_Kfs_#20014,1.551478788,0.031936797,0.719272061,0.014562151,0.387655408,-0.578706993,1372453.148,14965.4291,106619.397,303833.8632,112036.1431,1013.738581,650.6370686,444.3503317,807.4911837,820.1819445,808.4664569,81.90593863,0,0.000231001
SG2_Kfs_#20015,2.975123515,0.082011329,0.727513125,0.013355799,0.28848461,-0.709228515,2158922.767,9588.352112,105906.3141,303833.8632,124722.0669,561.6570898,522.5766492,668.9606445,637.386624,650.5898007,639.609538,69.61861546,0,0
SG2_Kfs_#20016,2.840002335,0.059731058,0.725641999,0.013303203,0.516712512,-0.556588999,1516085.927,30141.14815,104125.476,303833.8632,87850.46674,1451.334704,1030.510989,506.5997698,505.6384828,515.5663337,444.9732237,97.32057245,7.32E-05,8.39E-05
SG2_Kfs_#20017,1.125758451,0.024221334,0.719844729,0.015638265,0.353554481,-0.582233285,1017596.163,20373.33163,107931.091,303833.8632,101442.4394,979.2887482,683.7900395,382.8373544,961.5739239,969.0693635,970.576047,85.68756425,0,0
SG2_Kfs_#20018,1.800680154,0.029715867,0.722162913,0.014529392,0.223761454,-0.539541171,1384181.496,17089.70397,106094.4272,303833.8632,108869.8523,898.7698214,642.4361367,468.85387,736.2604915,746.1185482,739.3705241,70.86934522,0,0.116288809
SG2_Kfs_#20019,0.984534763,0.018736293,0.711382136,0.014250096,0.263576414,-0.596427039,1022796.221,20092.68926,104259.0691,303833.8632,99855.41225,1291.710025,1062.853278,307.759258,886.0026503,883.6155815,889.2600688,86.48650363,4.26E-05,0.159003026
SG2_Kfs_#20020,1.112994201,0.019037423,0.710384431,0.013773978,0.463550573,-0.577519381,993123.2786,23995.93994,108255.149,303833.8632,94899.32265,1642.665987,1290.162286,337.2926812,865.7443715,857.443303,853.8068708,81.25963655,3.10E-05,6.46E-05
SG2_Kfs_#20021,1.49715273,0.02785041,0.71848239,0.014755623,0.188324524,-0.598449709,1301437.392,24376.80883,109094.0441,303833.8632,95991.76881,1463.493145,1030.449969,432.0634569,822.3414954,826.7538367,817.174786,88.89959442,0,0
SG2_Kfs_#20022,1.699061031,0.034163353,0.720201396,0.014218102,0.267053294,-0.619777481,1383722.498,18470.07071,107474.2006,303833.8632,105683.346,876.3677824,662.2582424,496.4793669,822.4750348,836.2376608,830.1066331,89.25314928,0,6.54E-06
SG2_Kfs_#20023,0.939688819,0.017609718,0.717816367,0.013705059,0.209051095,-0.635048289,987193.4163,16722.67569,105806.7274,303833.8632,107283.7559,757.1632827,607.5327735,337.6677699,1019.568689,1026.315526,1026.534651,94.27731779,4.55E-05,0
SG2_Kfs_#20024,1.335569791,0.029544394,0.719092192,0.013031309,0.220942308,-0.66586114,1088673.788,20096.46413,106608.1967,303833.8632,105701.6196,1112.241163,667.9778428,384.1799476,814.6951245,822.6195532,817.8515034,85.91906699,0,3.14E-05
SG2_Kfs_#20025,1.276329809,0.025362528,0.713907118,0.013711511,0.336425569,-0.435645735,968633.4861,23685.09072,104842.7467,303833.8632,94577.09347,1658.960632,1156.21007,348.8464745,774.465194,775.7805297,774.4006579,76.59608836,3.40E-06,0
SG2_Kfs_#20026,1.525253548,0.024879657,0.723318243,0.013192624,0.215229885,-0.706185526,1214399.037,20092.22636,107028.2311,303833.8632,99394.63145,1419.504397,841.8892877,475.8347249,882.0572586,900.3468185,889.9074037,94.58596564,0,0.000476104
SG2_Kfs_#20027,1.237198841,0.023755942,0.714901995,0.015702462,0.345755093,-0.247830913,1183584.988,17690.34577,104404.6011,303833.8632,107758.1245,987.7838485,768.5507346,358.5238936,815.7044878,821.594364,814.5590239,88.26943628,2.40E-07,0
SG2_Plag_#20028,0.14407927,0.003037898,0.710444101,0.014885668,0.329142501,-0.594181206,149340.7402,59287.48814,144020.8884,303833.8632,12140.48274,39503.80745,29069.61351,59.37781265,1167.930998,1163.469696,1168.413315,21.28011043,0,0
SG2_Plag_#20029,0.271032513,0.008975164,0.716065086,0.014004841,0.090206261,-0.843628004,276725.6188,59193.32969,143912.467,303833.8632,15004.29195,39417.33806,29855.50858,113.4902212,1189.795093,1194.686785,1200.582639,27.90420522,1.98E-08,0.000519659
SG2_Plag_#20030,0.432273027,0.011763144,0.717940374,0.016815218,0.099994207,-0.729921631,421561.1937,62729.24595,140989.852,303833.8632,20824.77731,12245.9321,9721.403393,171.6029461,1132.568052,1138.83867,1133.938658,7.648848588,0,0
SG2_Plag_#20031,0.372123473,0.008302609,0.71821271,0.015793338,0.374877597,-0.521708073,349139.7771,57618.04701,153183.9352,303833.8632,23605.65491,31414.09875,24064.71723,141.9506792,1082.495269,1094.746391,1095.756955,17.21202938,1.62E-09,0.666909745
SG2_Plag_#20032,0.583142292,0.016335689,0.719159093,0.015838921,0.332123258,-0.706789701,408683.0781,41162.21806,156561.9437,303833.8632,19749.53193,74036.85491,57501.23918,159.3358978,775.5269778,781.9610605,780.6860024,63.8892493,0,0
SG2_Plag_#20033,0.225657261,0.005258384,0.714511022,0.014853556,0.200200326,-0.684766401,206756.8654,63089.22136,144165.7063,303833.8632,14659.34127,31522.48535,24042.73249,85.68977397,1076.74181,1078.483656,1085.425638,18.5964961,3.62E-09,0.00045285
SG2_Plag_#20034,0.481551517,0.024449361,0.713185703,0.013345713,0.12412481,-0.932337596,376450.2997,58481.03707,145875.6744,303833.8632,14549.81201,48791.18003,36992.1124,164.2440827,975.5104344,975.7670962,987.1433602,25.66840103,0,0
SG2_Plag_#20035,0.344178437,0.011378038,0.71269107,0.013131343,0.116511839,-0.858934708,319903.1785,57145.31012,147601.6764,303833.8632,20177.74026,36042.18961,28690.87659,129.5841251,1075.204767,1077.062893,1074.066473,26.30148363,4.23E-08,0
SG2_Bt_#20036,1376.648157,59.52487744,8.355779917,0.385858051,0.917946097,-0.097391434,3746531.132,,,,,,,,,,,,,
SG2_Bt_#20037,361.3351828,10.31238265,2.704896943,0.080613615,0.867299639,-0.276911904,4214810.772,,,,,,,,,,,,,
SG2_Bt_#20038,703.0971069,30.83823734,4.537902047,0.174167432,0.864793496,-0.355522679,3163827.778,,,,,,,,,,,,,
SG2_Bt_#20039,370.1017825,26.66572383,2.721687536,0.128013745,0.891531839,-0.703501684,2959550.701,,,,,,,,,,,,,
SG2_Bt_#20040,99.73650875,5.783170118,1.221188329,0.035346822,0.811988995,-0.814892678,4502191.461,,,,,,,,,,,,,
SG2_Bt_#20041,1034.796735,38.38177924,6.463718421,0.262413786,0.836781406,-0.265616787,3065260.724,,,,,,,,,,,,,
SG2_Bt_#20042,751.3189826,27.02246022,4.932144719,0.160557327,0.772310488,-0.547394164,5033420.051,,,,,,,,,,,,,
SG2_Bt_#20043,1073.623607,66.98029058,6.633639244,0.409533832,0.934627917,-0.302453615,3647542.699,,,,,,,,,,,,,
