## to be used for replicating the Rb-Sr processing only. Please refer to the Polar Data Centre deposit for the final data.
spot_id,StdCorr_Rb87_Sr86s_mean,StdCorr_Rb87_Sr86s_2SE(int),StdCorr_Sr87s_Sr86s_mean,StdCorr_Sr87s_Sr86s_2SE(int),87Rb/86Sr - 87Sr/86Sr Rho,87Sr/87Rb - 87Rb/86Sr Rho
DG2_bt_#20092,3.524978306,2.509918371,0.403394955,0.501704255,0.506328792,0.210605705
DG2_bt_#20093,28625.93309,20849.53426,112.640453,75.46140088,0.949800332,0.148383202
DG2_bt_#20094,411506.0069,423026.4474,1438.964688,1543.650353,0.945131366,-0.153136009
DG2_bt_#20095,1674.731335,138.0220701,7.023270349,0.478202137,0.766029942,-0.566090778
DG2_bt_#20096,52434.09746,20750.12015,168.5003454,54.74535072,0.995515055,-0.119689357
DG2_fsp_#20055,24.90608964,2.236985637,0.813446523,0.043625608,0.472115136,-0.625139912
DG2_fsp_#20056,276.8682016,25.39371203,1.505182149,0.092336273,0.560631681,-0.618042893
DG2_fsp_#20057,124.4618916,6.726015419,1.116900139,0.047611961,0.294543311,-0.63509183
DG2_fsp_#20058,147.5598395,13.33266597,1.230744353,0.070654012,0.507650051,-0.733173374
DG2_fsp_#20059,167.9096701,9.151353192,1.338577134,0.063356945,0.260506401,-0.619362106
DG2_fsp_#20060,158.042111,9.839645068,1.316542033,0.08635265,0.328482228,-0.421631029
DG2_fsp_#20061,176.228199,13.38561253,1.291536816,0.059499564,0.613822989,-0.674517388
DG2_fsp_#20062,411.0983086,28.98437484,1.912383669,0.12450663,0.683485513,-0.390069524
DG2_fsp_#20063,60.4180847,3.63653205,0.924896242,0.04332562,0.465368298,-0.687138624
DG2_fsp_#20064,99.10912787,6.601461234,1.083693912,0.042804254,0.258047923,-0.807705972
DG2_fsp_#20065,17.66522619,2.161159017,0.785937546,0.036440053,0.26633601,-0.796954228
DG2_fsp_#20066,232.4554231,13.87783769,1.4333817,0.07819376,0.291951029,-0.617302065
DG2_fsp_#20068,2.677078376,0.27492092,0.730174324,0.02911875,0.080386695,-0.820425253
DG2_fsp_#20069,35.9530202,2.212716294,0.809618874,0.033696979,0.245521851,-0.675877332
DG2_fsp_#20071,189.0915894,10.58742663,1.333924613,0.058608304,0.365760099,-0.634005564
DG2_fsp_#20072,33.3382288,2.017082548,0.818960331,0.025305147,0.341511113,-0.772781367
DG2_fsp_#20073,260.5680618,15.9235188,1.493930608,0.072523332,0.263486677,-0.668078166
DG2_fsp_#20074,103.0619317,7.844358108,1.068903877,0.047100599,0.398584321,-0.713946845
DG2_fsp_#20075,471.0457913,34.25017209,2.299971265,0.161836388,0.61524898,-0.476677693
DG2_fsp_#20076,88.77059669,6.802052595,0.970408473,0.049323197,0.464590626,-0.616886263
DG2_fsp_#20077,596.8938798,47.85733139,2.548539173,0.175340637,0.661708216,-0.47012949
DG2_fsp_#20080,13.73936093,1.442265892,0.752559689,0.028724539,0.302361154,-0.786284494
DG2_fsp_#20081,7.821808164,0.620047502,0.74560003,0.038022372,0.218424365,-0.731179098
DG2_fsp_#20082,698.578091,50.57715073,3.095987666,0.231271917,0.75442307,-0.259248005
DG2_fsp_#20083,308.0675141,22.99533235,1.773149801,0.110427342,0.587081205,-0.569582907
DG2_fsp_#20084,57.80535769,3.79042764,0.929598181,0.043430345,0.413572642,-0.658969917
DG2_fsp_#20085,25.17550128,2.640096885,0.812011274,0.039556236,0.170860471,-0.697139909
GM00_example,54.05902325,2.722493528,0.784040264,0.030569429,0.376505036,-0.647728401
GM00_example,73.49845045,3.684164698,0.794765767,0.031737784,0.361365034,-0.602595056
GM00_example,31.63844745,1.59982948,0.752640809,0.028589388,0.10511638,-0.528039707
GM00_example,29.54949778,1.890073698,0.688494192,0.041483414,0.334911344,-0.60246181
GM00_example,12.2705044,0.692949171,0.719662174,0.03048999,0.132864889,-0.667592371
GM00_example,16.0642917,0.680515339,0.72471399,0.031169524,0.083588993,-0.612595224
GM00_example,38.04093255,2.674152234,0.767169577,0.029934495,0.077184971,-0.810741768
GM00_example,36.650148,2.238454708,0.7497609,0.023637147,0.014788204,-0.755133432
GM00_example,7.826319716,0.493412006,0.743969646,0.028158072,0.225526591,-0.70305179
GM00_example,38.57829283,2.623123191,0.750356209,0.031024812,0.131983632,-0.755892229
GM00_example,2.916775559,0.151487107,0.721712873,0.024883446,0.020339582,-0.799418552
GM00_example,36.19777223,1.712460909,0.768667033,0.032725558,0.208463801,-0.636405016
GM00_example,51.94598214,2.75812849,0.749971055,0.028949395,0.183299275,-0.725745319
GM00_example,13.05971144,0.707669902,0.723842658,0.023728589,0.148141994,-0.811362177
GM00_example,268.7846994,22.54942529,1.054549707,0.095251965,0.670301155,-0.353353431
GM00_example,11.64096228,0.590966969,0.732432626,0.021502922,0.229714542,-0.761917254
GM00_example,6.355118688,0.453581192,0.685990632,0.022628993,0.185552891,-0.78156906
GM00_example,46.99953843,2.317347422,0.963075535,0.036231116,0.496157827,-0.665566374
GM00_example,9.911434769,0.637204553,0.726561362,0.015484687,0.278072679,-0.863337303
GM00_example,8.155005496,0.497952009,0.782220271,0.035637974,-0.008164457,-0.213173672
GM00_example,2.883487549,0.1105845,0.727319154,0.014345294,0.043581454,-0.843026855
GM00_example,240.7435462,15.50157654,2.066154577,0.133447232,0.610329452,-0.408708255
GM00_example,2.693701925,0.247641752,0.715278713,0.016338122,-0.002288314,-0.890674314
GM00_example,8.396728915,0.333237954,0.724392009,0.019583546,-0.059981959,-0.772534365
GM00_example,2.901262758,0.140959325,0.720156143,0.019099271,-0.016860083,-0.821862345
GM00_example,6.384479859,0.357354084,0.732380793,0.038995915,0.487921221,0.065206252
GM00_example,22.10043185,0.98391074,0.809167329,0.023381163,0.139591068,0.043261859
GM00_example,6.116181807,0.240447911,0.723816296,0.017967564,0.000970807,-0.763303901
GM00_example,20.0303703,1.04904631,0.746090496,0.023239238,0.113531432,-0.77092533
GM00_example,10.06405372,0.604268542,0.714345121,0.022362441,0.110641533,-0.796962031
GM00_example,23.98217955,1.087211523,0.769964667,0.02100251,0.328999519,-0.806336058
GM00_example,16.08426492,0.728687961,0.747458979,0.021977347,0.24029073,-0.764559529
GM00_example,1.643931689,0.083583875,0.717154535,0.021514395,0.073725558,-0.781641725
GM00_example,1.794112296,0.074295078,0.716904411,0.023148084,0.274496131,-0.671249589
GM00_example,2.809340766,0.134899179,0.761648288,0.037642531,0.004791662,-0.345516901
GM00_example,2.696369309,0.149775595,0.734629997,0.024987939,0.018682573,-0.535660788
GM00_example,5.928807666,0.296990507,0.724698196,0.021247058,-0.003589356,-0.764943091
GM00_example,5.899546723,0.237836622,0.748301096,0.029626786,0.282704162,-0.613409987
GM00_example,7.779133827,0.392452059,0.735903839,0.022781836,0.223422644,-0.783972464
GM00_example,4.478206632,0.312468923,0.762940341,0.029931811,0.052622542,-0.274747865
GM00_example,21.69229127,1.262294266,0.754851047,0.021390266,0.149875113,-0.846258957
GM00_example,24.7114472,1.114414162,0.867144683,0.030807706,0.285581764,-0.662784295
GM00_example,7.636791796,0.409768323,0.747294117,0.018110676,0.058089293,-0.82220559
GM00_example,12.17158971,0.576548357,0.74735586,0.025450464,-0.064808564,-0.690649419
GM00_example,1.781710816,0.090973373,0.736250773,0.029018297,0.14045838,-0.73695853
GM00_example,0.98144679,0.042261274,0.695007694,0.024948413,0.056335322,-0.683257633
GM00_example,10.19526276,0.492585023,0.733762999,0.018231992,0.071361552,-0.753987555
GM00_example,3.989849167,0.244925741,0.721894347,0.02484994,0.137601123,-0.7870404
GM00_example,14.21518458,0.719384456,0.721875846,0.022720432,0.012601413,-0.780924647
GM00_example,12.73356467,0.644223736,0.767248866,0.034374549,0.2280068,-0.651928606
GM00_example,4.629138011,0.304273528,0.746671885,0.024552225,0.19485053,-0.685607171
GM00_example,26.50489876,0.973430935,0.802135531,0.025352384,0.065884234,-0.403121024
GM00_example,32.85349393,2.121678271,0.910332141,0.038394206,0.364347634,-0.737920973
GM00_example,26.48856402,1.247110811,0.755760209,0.027285841,0.037441125,-0.76298671
GM00_example,4.671889134,0.236447589,0.741019572,0.032235239,0.13871672,-0.193557451
GM00_example,146.968441,7.240922055,1.015039909,0.043770776,0.206456655,-0.654408268
GM00_example,58.0575143,2.521997613,0.754082603,0.025462787,0.385524591,-0.627871354
GM00_example,9.402700224,0.411976802,0.720426578,0.02099063,0.061812183,-0.690458648
GM00_example,1.296252455,0.070054255,0.726282038,0.030541684,-0.051605271,-0.308645186
GM00_example,7.935341728,0.396538112,0.731923657,0.020980238,0.221075193,-0.794574769
GM00_example,25.97897622,1.268982797,0.838749676,0.025312182,0.397449035,-0.655348957
GM00_example,3.111278897,0.14769814,0.700215792,0.026427399,0.306247595,-0.637557658
GM00_example,6.806512628,0.569691277,0.72152523,0.013195913,0.139123515,-0.828203215
GM00_example,5.879337529,0.334116736,0.73538841,0.018693248,0.001033266,-0.528121479
GM00_example,1.417751733,0.089845711,0.730696842,0.034982962,0.12214804,-0.410663231
GM00_example,96.77502504,6.530714029,0.843271645,0.048388284,0.489516055,-0.586648993
GM00_example,1.182496192,0.055862071,0.695998747,0.019527653,0.205460882,-0.784244832
GM00_example,4.125770907,0.237051313,0.738181253,0.027649957,0.094732942,-0.636852591
GM00_example,10.55292358,0.485601898,0.716448187,0.017464892,0.110942452,-0.837911899
GM00_example,510.9469861,42.59387226,1.784153426,0.125869658,0.697250967,-0.476754024
GM00_example,4.588379077,0.219955915,0.707242443,0.026524483,0.034929081,-0.376953241
GM00_example,1.183665126,0.063574594,0.696712455,0.018862302,0.126247331,-0.852579226
GM00_example,2.668733937,0.120596207,0.741284806,0.019817973,0.154756556,-0.515270696
GM00_example,76.06270904,3.215088996,0.843385758,0.043497122,0.170525115,-0.089297835
GM00_example,14.81157071,0.861526464,0.768750331,0.018428909,0.093843211,-0.873357369
GM00_example,44.12619654,1.948473335,0.888769531,0.039952034,0.459037108,-0.335643933
GM00_example,54.66582059,3.489127578,0.936237663,0.036353654,0.187957494,-0.76800546
GM00_example,65.90761717,2.845121558,0.969247717,0.037192616,0.229430797,-0.644372096
GM00_example,27.70521392,1.663540929,0.813278522,0.0280578,0.146400707,-0.728506875
GM00_example,57.65174039,2.302848312,0.904892028,0.029780156,0.24798767,-0.650131133
GM00_example,7.589041427,0.251276322,0.72821905,0.030739019,0.028572304,-0.057969899
GM00_example,37.83062763,1.689899289,0.865200984,0.026542383,0.148604954,-0.764166334
GM00_example,174.5894065,13.06560472,1.308770474,0.063868354,0.625036662,-0.772924374
GM00_example,45.5441194,1.611441529,0.856194919,0.027455817,0.247772822,-0.672765675
GM00_example,87.2758794,4.94685658,0.873680815,0.029562286,0.347867887,-0.786098978
GM00_example,29.2689678,1.530568528,0.798044104,0.025299329,0.199777011,-0.73144451
GM00_example,21.42540985,0.782392396,0.812231362,0.024681836,0.182646024,-0.667086312
GM00_example,1.473119182,0.101093923,0.724003535,0.017296401,0.080652828,-0.786003776
GM00_example,45.2688547,2.066272976,0.795069892,0.029282452,0.462146226,-0.661655461
GM00_example,6.112067043,0.315539663,0.720961616,0.033133595,0.20918585,0.042898904
GM00_example,10.5678824,0.468479915,0.714911479,0.018600072,-0.005706739,-0.841181263
GM00_example,3.705475468,0.154068466,0.730884347,0.023726103,0.214227255,-0.689666808
GM00_example,22.44077923,1.149412681,0.731446532,0.029641838,0.215931235,-0.140269218
GM00_example,4.527464139,0.272951929,0.714494975,0.022530966,0.12059257,-0.832048454
GM00_example,12.0194093,0.658266443,0.719840575,0.018383071,0.039642162,-0.842632005
GM00_example,2.203061695,0.107238386,0.737691455,0.029663095,0.14244462,-0.646613444
GM00_example,29.44943882,1.993672201,0.728729316,0.025582038,0.275465222,-0.777509987
GM00_example,13.48196955,0.852342706,0.720677637,0.03152846,0.46744411,-0.659631367
GM00_example,4.659432856,0.299596273,0.687734871,0.026607224,0.160714295,-0.744097646
GM00_example,5.684847308,0.256617378,0.701883436,0.024004698,0.295212149,-0.657542003
GM00_example,26.16741341,1.236087422,0.721987262,0.027688247,0.113511919,-0.701154593
GM00_example,46.73598622,3.874739127,0.823232753,0.03006544,0.174181516,0.131725993
GM00_example,1.587363983,0.066786617,0.725979315,0.019544149,-0.010120371,-0.823158903
GM00_example,1.839330318,0.097367816,0.681936643,0.027182574,0.249849077,-0.684927697
GM00_example,18.09581195,1.062283412,0.718689257,0.026909067,0.378116151,-0.677414645
GM00_example,5.451627715,0.171826932,0.707620886,0.017648811,0.195254734,-0.756600764
GM00_example,10.53513897,0.602482375,0.719909066,0.021727615,0.3264498,-0.801871743
GM00_example,4.640235761,0.344866186,0.72862861,0.030768914,0.023068594,-0.791028681
GM00_example,26.39836191,1.169570403,0.737916818,0.022087542,0.19401967,-0.741777668
GM00_example,8.774741837,0.339286494,0.727008111,0.022571235,0.232643692,-0.69519537
GM00_example,3.77050483,0.221220146,0.708048159,0.02260122,0.123169139,-0.805197374
GM00_example,1.580263869,0.086644336,0.729968198,0.020516133,0.202017217,-0.678821324
GM00_example,5.696052037,0.750743834,0.725636777,0.016884723,0.197567582,-0.81219187
GM00_example,31.57621121,1.289758995,0.790438202,0.025021257,0.014932148,-0.309960432
GM00_example,6.635033565,0.280575239,0.725142303,0.019231394,0.168694408,-0.770013057
GM00_example,2.352035621,0.129900202,0.703471742,0.023525123,0.360771542,-0.804727011
GM00_example,58.2782189,2.268620478,0.924769911,0.028701034,0.13924929,-0.72036009
GM00_example,5.35331346,0.259307058,0.726860454,0.022520764,0.254121062,-0.779530282
GM00_example,3.125730134,0.135969445,0.717253801,0.024528882,0.075386658,-0.766573625
GM00_example,9.038108417,0.461915903,0.732543393,0.032115602,0.150527968,-0.656755943
GM00_example,4.069346689,0.195746116,0.752102206,0.024293541,0.113114439,-0.49154987
GM00_example,6.551077455,0.362545594,0.77775254,0.027552539,0.517872878,-0.570619997
GM00_example,7.250562413,0.492935857,0.71946368,0.02129556,-0.021699349,-0.619839331
GM00_example,10.83143388,0.539579007,0.761052133,0.025086744,0.360379881,-0.446107666
GM00_example,2.567218536,0.11334969,0.728032535,0.023641242,0.098925558,-0.193213967
GM00_example,7.334224039,0.303957388,0.691878213,0.022432158,0.229377131,-0.722257349
GM00_example,0.975313562,0.045396011,0.702289909,0.026238865,0.317515353,-0.56617587
GM00_example,6.419321246,0.264549534,0.723621835,0.021889587,0.033491703,-0.78025145
GM00_example,16.17259452,0.887064315,0.705124989,0.027316526,0.096565888,-0.698013063
GM00_example,5.934454876,0.326276048,0.706295102,0.020678587,0.222870439,-0.803512057
GM00_example,9.609139341,0.376601813,0.709870664,0.023348359,0.056279246,-0.718946324
GM00_example,13.46728866,0.631764236,0.70059312,0.024625105,0.12932563,-0.721649258
GM00_example,20.3581839,1.143692654,0.738263429,0.032820852,0.077865545,-0.76612234
GM00_example,29.87878507,1.25762662,0.734183676,0.025893288,-0.002388707,-0.704780444
GM00_example,26.84799129,1.210108463,0.736279441,0.030624502,0.507081815,-0.581588848
GM00_example,121.808386,7.486944432,0.804281814,0.037895603,0.290569668,-0.69821989
GM00_example,1.82560011,0.08338826,0.719529708,0.025067423,0.107803739,-0.723629319
GM00_example,2.389030317,0.100289835,0.703959209,0.020983062,0.02292992,-0.761252863
GM00_example,11.3682049,0.695173666,0.732272549,0.027030989,0.097965239,-0.794056324
GM00_example,8.14296837,0.353927476,0.692743509,0.019375145,0.015593,-0.752499848
GM00_example,1.415327916,0.062768682,0.711753083,0.024797273,0.243296165,-0.71058929
GM00_example,6.509716319,0.277157077,0.722353083,0.02503347,-0.047339827,-0.744661516
GM00_example,38.10964156,2.013772484,0.706114571,0.02789076,0.168193129,-0.694900884
GM00_example,18.51519805,0.677113454,0.743274845,0.031536122,0.248686176,-0.555887445
GM00_example,24.45544788,0.972496152,0.733913183,0.02633509,0.23097575,-0.658140282
GM00_example,26.22817304,1.282903837,0.747983267,0.026622069,0.21085664,-0.717258055
GM00_example,14.47070168,0.808312659,0.71776301,0.026638554,0.228710892,-0.725006109
GM00_example,5.85371143,0.254401615,0.71441004,0.0263552,0.256694953,-0.704115432
GM00_example,2.364436981,0.116072866,0.71027488,0.020653516,-0.048408787,-0.784458614
GM00_example,2.815593818,0.201075643,0.712587463,0.021607026,0.10603875,-0.803769158
GM00_example,8.433052338,0.374081031,0.716511522,0.023575903,0.047654769,-0.736735393
GM00_example,6.153816307,0.295222778,0.711983482,0.024096549,0.2129187,-0.730763746
GM00_example,42.21146258,1.972594818,0.723712147,0.025194001,0.195350339,-0.669266468
GM00_example,8.720476942,0.413549709,0.70884757,0.020450904,0.188542603,-0.749652598
GM00_example,2.61046973,0.146979692,0.697324858,0.025099262,0.054155376,-0.777949324
GM00_example,9.970758775,0.502259473,0.727210066,0.023754107,0.277458529,-0.703794292
GM00_example,32.4695233,2.146411713,0.742627203,0.023744341,0.330162068,-0.834556835
GM00_example,8.753932337,0.365254726,0.729268371,0.03208162,0.329147063,-0.593431139
GM00_example,2.534708278,0.13139083,0.726659756,0.025909474,0.172903294,-0.689568588
GM00_example,33.76294653,1.306420959,0.781145207,0.025513729,0.056561692,-0.722823524
GM00_example,11.83952679,0.471722847,0.713251253,0.030732044,0.32448649,-0.545089515
GM00_example,4.126417791,0.20066655,0.712179479,0.027093841,0.250250663,-0.652648282
GM00_example,25.74791474,1.834140146,0.710563782,0.030121375,0.289135615,-0.773877495
GM00_example,7.294812763,0.311616221,0.696069212,0.020252442,0.134489217,-0.801225653
GM00_example,127.367529,9.785763179,0.84530369,0.058178193,0.170948176,-0.568173298
GM00_example,45.41017847,2.669025255,0.737818517,0.029160037,0.355138201,-0.675344602
GM00_example,22.17561475,1.168569803,0.733602197,0.028839305,0.288489256,-0.695926683
IGS_01,124.8936692,14.19357252,1.561152408,0.181002985,0.968770389,-0.146760983
IGS_02,127.7324924,13.38900502,1.489232935,0.14451177,0.994851558,0.250014934
IGS_03,127.0433696,9.631858656,1.529184641,0.128367877,0.844460674,-0.088315924
IGS_04,132.1062581,10.01144608,1.641528933,0.12685581,0.734617895,-0.296797065
IGS_05,124.4534634,7.291844594,1.461645594,0.107815301,0.631401166,-0.227612226
IGS_06,127.9006838,7.013153004,1.531055729,0.086793344,0.597263541,-0.343548793
IGS_07,127.8510377,8.477809738,1.57518426,0.10653224,0.699018368,-0.365370842
IGS_08,128.8144457,7.68845356,1.574164178,0.099503427,0.683748584,-0.295364133
IGS_09,133.4916541,8.571360641,1.550279953,0.087250834,0.606550896,-0.406551177
IGS_10,131.9657006,8.738538147,1.591552294,0.09907603,0.562143611,-0.401864368
IGS_11,129.5506974,7.267898472,1.568079408,0.098228381,0.56373078,-0.37874771
IGS_12,132.964133,7.486857338,1.517382663,0.093270662,0.702767171,-0.364820524
MSG_bt_#20119,348.9434182,27.25860406,2.644493571,0.13365753,0.532650036,-0.726037874
MSG_bt_#20120,600.6069966,52.72743349,4.019186239,0.222908868,0.55484012,-0.753554945
MSG_bt_#20121,968.8344457,83.07662328,6.367989818,0.361487631,0.25625416,-0.648531261
MSG_bt_#20122,201.2126668,24.84645423,1.778132227,0.149099934,0.815299478,-0.728558719
MSG_bt_#20123,651.5882639,65.10437555,4.235683295,0.222420268,0.435775502,-0.789261705
MSG_bt_#20124,249.0175492,27.19978004,2.091050495,0.149557595,0.720270868,-0.733596924
MSG_bt_#20125,869.9988765,86.53161682,6.285270853,0.36593659,0.305764413,-0.719637016
MSG_bt_#20126,818.6016163,164.2437056,5.440923917,0.856416387,0.798354252,-0.454600228
MSG_bt_#20127,969.0432994,96.34375598,5.891809231,0.407843519,0.583823269,-0.589305143
MSG_bt_#20128,190.0007833,28.97134435,1.768840051,0.146910405,0.832543907,-0.634662229
MSG_kfs_#20081,14.1474489,0.76593928,0.766516964,0.027208002,0.087292671,-0.754180331
MSG_kfs_#20082,4.855001011,0.270589232,0.745636834,0.02755117,0.254419085,-0.75901836
MSG_kfs_#20083,8.003136174,0.457586751,0.736849478,0.027403999,0.065645903,-0.755945478
MSG_kfs_#20085,21.2136166,0.99979365,0.802751521,0.020166192,0.177378418,-0.811504944
MSG_kfs_#20087,1.153164559,0.140323081,0.730896439,0.026823351,0.138267961,-0.766091066
MSG_kfs_#20088,9.421838887,0.411785318,0.750192947,0.017804857,0.13356388,-0.823805035
MSG_kfs_#20089,11.19021905,0.521097947,0.746740511,0.028634768,0.151688205,-0.638268718
MSG_kfs_#20090,22.67055128,0.954654625,0.821739063,0.024945335,0.174682469,-0.769862056
MSG_kfs_#20091,13.86394161,0.779523965,0.802273729,0.024910496,0.139712752,-0.819336003
MSG_kfs_#20092,5.92963177,0.335379276,0.726602719,0.021618625,0.338739226,-0.797997479
MSG_kfs_#20094,5.659122924,0.262073521,0.734096162,0.027753335,-0.155024946,-0.717992077
MSG_kfs_#20095,7.06652842,0.470033565,0.772400544,0.027644925,0.127945829,-0.778026314
MSG_kfs_#20096,7.160442563,0.472167566,0.71396236,0.020860932,0.271939625,-0.789645134
MSG_kfs_#20097,8.095556199,0.373074661,0.74319979,0.026102716,0.221817438,-0.665823719
MSG_kfs_#20098,23.16620444,1.760863134,0.846254359,0.044525932,0.206052809,-0.749639846
MSG_kfs_#20100,7.522079541,0.384187325,0.754175727,0.030533037,0.3145698,-0.624650145
MSG_kfs_#20101,22.18163094,0.990896808,0.827870113,0.030076826,0.343979171,-0.176753749
MSG_kfs_#20102,10.80987541,0.579083852,0.752723669,0.024723085,0.186180437,-0.72051464
MSG_kfs_#20103,11.46778564,0.541366563,0.744644947,0.025526164,0.188824835,-0.686814812
MSG_kfs_#20104,33.63323034,1.200492122,0.872452406,0.026345554,0.214194488,-0.682622026
MSG_plag_#20105,0.011276458,0.000581416,0.709618408,0.011776537,0.05226586,-0.839133294
MSG_plag_#20106,0.021953541,0.001796556,0.704492306,0.010275477,0.149901852,-0.904884376
MSG_plag_#20107,0.022937851,0.00084431,0.723094312,0.012153413,0.081654924,-0.865094435
MSG_plag_#20108,0.040538706,0.002546298,0.710839974,0.011863216,0.161724459,-0.929267535
MSG_plag_#20109,0.049793094,0.001474111,0.704411205,0.009375234,0.030414047,-0.856270626
MSG_plag_#20110,0.022479398,0.000873984,0.706004506,0.011933335,0.244332142,-0.887154689
MSG_plag_#20111,0.006485963,0.000257256,0.702074072,0.010030848,-0.01444532,-0.874170025
MSG_plag_#20112,0.025533571,0.001536591,0.708237186,0.012006531,-0.007024901,-0.897196712
MSG_plag_#20113,0.10739411,0.011835207,0.708184742,0.011795459,-0.01378682,-0.85396579
MSG_plag_#20114,0.042071029,0.002859654,0.7021908,0.0107762,-0.165927089,-0.945702262
MSG_plag_#20115,0.007466112,0.000315845,0.714595737,0.012510427,0.157280466,-0.894238813
MSG_plag_#20116,0.024824716,0.001322421,0.705077001,0.009237853,0.156506771,-0.917829171
MSG_plag_#20117,0.059961953,0.002292827,0.698133698,0.011059219,-0.011974845,-0.897190071
MSG_plag_#20118,0.165989521,0.014069442,0.690789209,0.015397601,0.046607821,-0.753794134
NIST610_01,2.366225707,0.21863743,0.704074299,0.021048147,-0.189541778,-0.845567923
NIST610_02,2.213396074,0.228648135,0.70569363,0.018346991,-0.135105616,-0.881870376
NIST610_03,2.430804522,0.234428722,0.714703635,0.01766492,-0.055873919,-0.891543589
NIST610_04,2.301379328,0.215222844,0.718587128,0.021368315,-0.135132487,-0.843195371
NIST610_05,2.347115443,0.254048408,0.706459395,0.017287217,0.035412464,-0.857957808
NIST610_06,2.370552976,0.263660043,0.716881252,0.024230858,-0.144102785,-0.835639871
NIST610_07,2.209419651,0.24131495,0.697281717,0.020992316,-0.02679691,-0.850043966
NIST610_08,2.504449268,0.280136289,0.721027815,0.020365212,-0.115974401,-0.861856423
NIST610_09,2.352379308,0.250080035,0.70324824,0.019465335,-0.001596854,-0.865393623
NIST610_10,2.23987343,0.232048402,0.714664226,0.020330197,-0.027473838,-0.851450537
NIST610_11,2.320181926,0.226345779,0.704520719,0.018474393,-0.145011711,-0.867320457
NIST610_12,2.429387584,0.280806851,0.718022981,0.020260165,-0.177176648,-0.860619714
NIST610_13,2.308300106,0.271343683,0.697620927,0.02068744,-0.091767025,-0.860470835
NIST610_14,2.335920426,0.261112227,0.721868369,0.019268669,-0.207900976,-0.835057101
NIST610_15,2.335233172,0.264386885,0.702249095,0.018610021,-0.220867366,-0.813085232
NIST610_16,2.279367447,0.251761882,0.711954011,0.018944943,-0.198362107,-0.86497319
NIST610_17,2.372042329,0.269420128,0.71350008,0.024273118,-0.114936407,-0.859246319
NIST610_18,2.347786096,0.255058016,0.703630776,0.017754543,-0.324090348,-0.834741261
NIST610_19,2.365483267,0.264608802,0.724180775,0.021206631,-0.227165458,-0.848066854
