spot_id,StdCorr_Rb87_Sr86s_mean,StdCorr_Rb87_Sr86s_2SE(int),StdCorr_Sr87s_Sr86s_mean,StdCorr_Sr87s_Sr86s_2SE(int),87Rb/86Sr - 87Sr/86Sr Rho,87Sr/87Rb - 87Rb/86Sr Rho,Rb85_mean,Na23_ppm_mean,Al27_ppm_mean,Si28_ppm_mean,K39_ppm_mean,Ca43_ppm_mean,Ca44_ppm_mean,Rb85_ppm_mean,Sr86_ppm_mean,Sr87_ppm_mean,Sr88_ppm_mean,Pb208_ppm_mean,Th232_ppm_mean,U238_ppm_mean,StdCorr_Rb87_Sr86s_mean_calibr,ext_sys_errs_2rs_partial_sum_sq,session,grain_name,sample_name,replicate,group,age,age_2s_int,err2s_ext
GM13_NBP0001-11PC_#20049,21.7805653,0.656259537,0.736153231,0.01967,0.46433109,-0.61622426,NA,30110.66427,91747.32953,303833.8632,87663.9909,694.36682,846.7337719,415.8825091,55.70429094,59.51663267,56.14131885,17.67080816,0,0,19.012144310828447,0.003582100831773902,2,GM13_NBP0001-11PC_#00049,NBP0001-11PC,0,D,93.73980976175399,63.29049855260513,63.53867854535241
GM13_NBP0001-11PC_#20050,9.017669361,0.260339764,0.719994942,0.016545179,0.261696319,-0.717388929,NA,21466.85302,91096.48057,303833.8632,104529.5528,1307.541467,987.036791,496.6456727,165.8422973,168.5536997,166.9160384,29.56327549,0,0,7.871477570817142,0.003582100831773902,2,GM13_NBP0001-11PC_#00050,NBP0001-11PC,0,D,98.24698916129115,130.42308025551503,130.55556666531604
GM13_NBP0001-11PC_#20051,66.85817182,1.993742064,0.821518257,0.024250796,0.494081215,-0.534574089,NA,7874.615743,95877.54867,303833.8632,125410.1119,239.3580374,203.986789,718.5423746,32.46956205,37.67881294,32.2457466,140.6768829,0,0,58.36015702494203,0.003582100831773902,2,GM13_NBP0001-11PC_#00051,NBP0001-11PC,0,D,121.83742758631574,24.32833425618483,25.39767386090801
GM13_NBP0001-11PC_#20052,3.657260488,0.090769545,0.713820726,0.019811799,0.444907217,-0.545034583,NA,16768.7753,100429.0089,303833.8632,109389.6326,437.0559001,1084.827672,238.6679567,195.6906486,197.8891989,194.8713138,54.40093579,0,0,3.1924040180971276,0.003582100831773902,2,GM13_NBP0001-11PC_#00052,NBP0001-11PC,0,D,121.48183786745977,385.72380726761384,385.79232697524117
GM13_NBP0001-11PC_#20053,1.82468693,0.046815324,0.712935617,0.015006492,0.288020361,-0.687210577,NA,9374.972612,100907.0605,303833.8632,125128.8004,281.7506046,267.8742819,271.4989338,446.0028524,453.8148819,454.6727525,73.828813,0,0,1.5927599103794852,0.003582100831773902,2,GM13_NBP0001-11PC_#00053,NBP0001-11PC,0,D,208.67339315490432,585.3851953943403,585.518409685858
GM13_NBP0001-11PC_#20054,7.102850473,0.172487693,0.708363163,0.016473884,0.179127378,-0.643473175,NA,28427.43144,96908.19312,303833.8632,95598.79042,737.0838054,1098.901721,406.4544648,174.9181383,175.3582176,175.8211634,42.56865214,0,0,6.200041934215183,0.003582100831773902,2,GM13_NBP0001-11PC_#00054,NBP0001-11PC,0,D,7.610744344493143,165.9480696765499,165.9486948334875
GM13_NBP0001-11PC_#20055,3.930764177,0.086250656,0.710896434,0.015300067,0.191160166,-0.648224252,NA,12713.83401,93899.24849,303833.8632,114766.532,1330.951574,1144.178224,446.9707724,338.21234,335.2369136,335.8312604,54.8677228,0,0,3.4311439926198246,0.003582100831773902,2,GM13_NBP0001-11PC_#00055,NBP0001-11PC,0,D,59.85426433896316,278.1041753404336,278.1272466625248
GM14_JR104-BC369_#20038,6.789337057,0.142868261,0.705806991,0.019916451,0.498697914,-0.354661778,NA,31934.42221,94493.87933,303833.8632,83251.82373,798.6523682,921.1426397,210.2913728,91.8721096,90.91764664,91.17025334,34.65201076,0,0,5.926377673151546,0.003582100831773902,2,GM14_JR104-BC369_#00038,JR104-BC369,0,D,-18.98651600391403,210.21015808879096,-210.21322952499156
GM14_JR104-BC369_#20040,18.7484544,0.748353339,0.721828286,0.018432983,0.30578806,-0.825307445,NA,18353.54326,95656.81108,303833.8632,111714.0669,1209.787964,1365.630003,482.0829369,76.93670619,78.83301763,76.36858167,29.30251726,0,0,16.365430178149992,0.003582100831773902,2,GM14_JR104-BC369_#00040,JR104-BC369,0,C,54.2656468119755,69.68248197215952,69.75813015386983
GM14_JR104-BC369_#20041,12.78115574,0.304246492,0.719013923,0.019640197,0.448930965,-0.496084003,NA,19097.13105,98168.52755,303833.8632,105482.8893,95.79643038,479.0069735,324.6237537,76.34804852,77.70533618,76.62326972,36.11347249,0,0,11.156605627130043,0.003582100831773902,2,GM14_JR104-BC369_#00041,JR104-BC369,0,C,63.84320642757824,109.20928559065493,109.27611148390079
GM14_JR104-BC369_#20042,17.16398005,0.383886038,0.735303639,0.014645268,0.285022548,-0.651397509,NA,5661.269947,97507.75722,303833.8632,131225.2982,391.9140986,446.1563821,746.2994828,126.7071761,133.7820633,128.7537744,42.97351915,0,0,14.98235060312142,0.003582100831773902,2,GM14_JR104-BC369_#00042,JR104-BC369,0,E,115.3951101460607,60.286282775747466,60.680600345041704
GM14_JR104-BC369_#20043,2.487433591,0.051029197,0.709859756,0.015562867,0.15960414,-0.676194922,NA,8773.583345,101595.6087,303833.8632,135241.446,816.5372132,534.5550245,343.9093061,403.9823943,408.9362367,404.5832345,79.803996,0,0,2.171268088973532,0.003582100831773902,2,GM14_JR104-BC369_#00043,JR104-BC369,0,C,64.76621842696008,447.1802277186517,447.1970279066076
GM14_JR104-BC369_#20045,4.082514055,0.100290004,0.724951181,0.018869566,0.125262629,-0.684441067,NA,10225.79829,95647.91083,303833.8632,122522.6713,1997.362331,1655.417718,338.6585364,245.9087572,247.7494316,241.4425874,97.89714722,0,0,3.56360568679296,0.003582100831773902,2,GM14_JR104-BC369_#00045,JR104-BC369,0,E,303.40729744861727,328.5595469281793,329.06098174860335
GM14_JR104-BC369_#20048,14.61332433,0.551177918,0.732212654,0.017248869,0.256532819,-0.79595465,NA,13399.53146,95970.04111,303833.8632,122488.4746,639.7300829,773.5404605,463.2773084,92.30500421,94.72546688,92.00108806,38.71149301,0,0,12.755896240346912,0.003582100831773902,2,GM14_JR104-BC369_#00048,JR104-BC369,0,D,120.40579653815972,83.28933622858675,83.60050978452037
GM14_JR104-BC369_#20050,5.116487672,0.092399989,0.724687858,0.015553013,0.185969484,-0.597373171,NA,5782.577423,94040.17065,303833.8632,132851.592,594.9179348,571.5823358,424.4015968,244.2259401,246.496515,243.4700762,139.1123716,0,0,4.466155981022158,0.003582100831773902,2,GM14_JR104-BC369_#00050,JR104-BC369,0,C,238.5252284997289,216.08020509836393,216.55127822215772
GM14_JR104-BC369_#20054,9.202592476,0.272923457,0.717620049,0.017296838,0.384987372,-0.632366694,NA,15389.53619,93430.1663,303833.8632,118408.9652,1502.67031,1401.438155,386.3054243,123.3569372,123.7937489,125.1607956,23.33922845,0,0,8.032896014294728,0.003582100831773902,2,GM14_JR104-BC369_#00054,JR104-BC369,0,D,77.82616959001477,133.50610346893868,133.58733523572917
GM14_JR104-BC369_#20055,4.414829378,0.083052375,0.724268801,0.014130937,0.23181704,-0.645246124,NA,10547.22065,98290.72071,303833.8632,124514.2297,1891.455672,2419.563914,319.141183,215.0057357,219.9642798,216.425362,109.0393038,0,0,3.8536820365365356,0.003582100831773902,2,GM14_JR104-BC369_#00055,JR104-BC369,0,C,269.5937038126599,227.1045744061411,227.67704659328322
GM14_JR104-BC369_#20056,4.940998301,0.136003047,0.713626841,0.015303864,0.368271606,-0.711384626,NA,11096.66343,95201.15225,303833.8632,119378.2941,1567.472473,1604.686631,330.9551315,190.3612563,192.0388,192.9496962,24.76935394,0,0,4.312972204544671,0.003582100831773902,2,GM14_JR104-BC369_#00056,JR104-BC369,0,C,87.13403864262006,220.53948109834252,220.60113157694266
GM14_JR104-BC369_#20057,3.829295081,0.08999586,0.720948871,0.014988196,0.379217386,-0.603703185,NA,13896.53155,95979.88027,303833.8632,117279.8429,277.3405354,326.0435356,343.9279839,261.4699524,268.5614179,263.1737835,31.90989385,0,0,3.342572136487087,0.003582100831773902,2,GM14_JR104-BC369_#00057,JR104-BC369,0,E,248.91842592536455,277.0034767683708,277.40381122184573
GM14_JR104-BC369_#20059,1.447961847,0.030634212,0.711981183,0.01714955,0.478271622,-0.425915983,NA,28834.60895,100951.4946,303833.8632,88365.74788,1114.018963,920.138909,178.207638,362.1758114,363.5900987,362.9256652,36.49445329,0,0,1.2639185077412889,0.003582100831773902,2,GM14_JR104-BC369_#00059,JR104-BC369,0,D,215.84615696178727,842.9660548175041,843.0650378758828
GM14_JR104-BC369_#20060,1.504467398,0.03645735,0.708148986,0.018156571,0.23108847,-0.623407282,NA,13947.11598,95554.57642,303833.8632,112055.8535,711.0239811,842.8572395,325.6972782,641.2201939,629.2789705,639.9154996,49.92473767,0,0,1.3132419148787005,0.003582100831773902,2,GM14_JR104-BC369_#00060,JR104-BC369,0,C,25.73992226812461,863.3042920307612,863.3056665728012
GM14_JR104-BC369_#20062,1.910376369,0.045356908,0.717993706,0.017557582,0.407621254,-0.53225197,NA,10809.23064,100091.5491,303833.8632,123125.5552,724.3347057,510.852409,333.6825777,512.283572,511.9518523,516.1216555,66.48676202,0,0,1.667557784435671,0.003582100831773902,2,GM14_JR104-BC369_#00062,JR104-BC369,0,C,388.0502512205772,650.5418641182965,650.9563122445353
GM14_JR104-BC369_#20064,3.573828741,0.090180954,0.711750866,0.014534264,0.494585085,-0.84348474,NA,12896.46712,96478.8185,303833.8632,123743.2756,88.38779054,336.698185,314.6196645,265.5805687,265.932526,263.534591,118.1061477,0,0,3.119576871867432,0.003582100831773902,2,GM14_JR104-BC369_#00064,JR104-BC369,0,X,82.92306215933836,289.70656315012843,289.74907091592604
GM14_JR104-BC369_#20065,5.282178379,0.10348659,0.712961639,0.014484652,0.25561482,-0.592504227,NA,18366.3645,94523.33257,303833.8632,109958.1726,1171.354776,1281.56469,392.3102464,219.9386694,221.9855831,220.0250139,35.4637888,0,0.780630078,4.610786553693622,0.003582100831773902,2,GM14_JR104-BC369_#00065,JR104-BC369,0,D,72.50561811802812,195.70526580674843,195.75337136350066
GM14_JR104-BC369_#20067,66.67903399,1.761597976,0.831396594,0.026740929,0.410382158,-0.530862538,NA,8093.35196,93741.55389,303833.8632,132507.4391,0,392.4923149,715.0077433,31.96960998,37.93855191,31.82217524,75.82559253,0,0,58.20378852722041,0.003582100831773902,2,GM14_JR104-BC369_#00067,JR104-BC369,0,C,132.74878325208303,27.398929363897917,28.52763517884043
GM14_JR104-BC369_#20071,4.511752519,0.091353771,0.72103168,0.014158677,0.325375571,-0.68912442,NA,10177.01706,95817.38565,303833.8632,120437.6082,1398.016501,410.8894468,382.4063229,248.3613293,251.0747754,251.4211572,94.15666913,0,0,3.9382857517463865,0.003582100831773902,2,GM14_JR104-BC369_#00071,JR104-BC369,0,C,212.63175969871608,222.57675237566107,222.9402735958497
GM14_JR104-BC369_#20074,0.984983046,0.02165218,0.707114051,0.01587821,0.152600705,-0.681427434,NA,9791.221575,96837.93599,303833.8632,122653.5845,892.1931261,767.7903181,310.7262342,924.8447194,923.05487659999994,938.5914251,39.84795708,0,0,0.8597866747871495,0.003582100831773902,2,GM14_JR104-BC369_#00074,JR104-BC369,0,D,-35.88802436450773,1154.4559795628854,-1154.457977717819
GM14_JR104-BC369_#20075,42.34800508,1.178239753,0.744914064,0.022714207,0.519751912,-0.408049092,NA,28292.50652,95056.33986,303833.8632,91692.33018,1535.185982,1631.805627,651.1638439,45.93327041,48.53642603,45.1582718,35.12648858,0,0,36.965357545456186,0.003582100831773902,2,GM14_JR104-BC369_#00075,JR104-BC369,0,C,63.022947844761575,37.47410138521312,37.66345698558629
GM14_JR104-BC369_#20076,19.51104087,0.533816032,0.745112452,0.0189573,0.356139908,-0.622506045,NA,2495.042233,93020.92146,303833.8632,134393.274,0,190.7349642,481.5179694,70.90109054,73.50120605,71.52183152,70.5129045,0,0,17.03108801656823,0.003582100831773902,2,GM14_JR104-BC369_#00076,JR104-BC369,0,C,137.444943047225,68.15953128594754,68.65414462689856
GM15_JR104-BC364_#20032,176.5960204,12.42909106,0.895248927,0.034161317,0.463610581,-0.655187786,NA,21038.97909,89029.6585,303833.8632,102187.2419,0,441.6897574,800.5574349,13.0358578,17.12562949,12.94564182,51.53359771,0,0,154.14976509185482,0.003582100831773902,2,GM15_JR104-BC364_#00032,JR104-BC364,0,E,76.00774699510778,12.300460931479032,13.11471584994617
GM15_JR104-BC364_#20033,16.27955211,0.514085161,0.715900255,0.021595736,0.480826427,-0.574825458,NA,22594.10462,96886.4644,303833.8632,103869.7738,390.3620365,808.2322591,353.3124034,63.85768148,64.02402932,62.72602967,47.1772938,0.725492201,0.519941409,14.21033796725982,0.003582100831773902,2,GM15_JR104-BC364_#00033,JR104-BC364,0,E,36.447707014735734,94.34766380213945,94.37287880679312
GM15_JR104-BC364_#20034,4.847401872,0.108655977,0.7104013,0.018212659,0.296312097,-0.54769012,NA,14786.63731,94669.85296,303833.8632,117122.7725,806.5182925,758.8184706,365.1321836,220.8636244,222.5934271,223.6069852,74.73314305,0,0,4.2312723592644295,0.003582100831773902,2,GM15_JR104-BC364_#00034,JR104-BC364,0,E,41.233681823531285,268.4820368761646,268.49337882371134
GM15_JR104-BC364_#20036,4.549057108,0.129210135,0.72655146,0.020223778,0.489820253,-0.536115167,NA,16705.79879,99032.5905,303833.8632,115660.5611,271.9844536,755.6062823,364.6310827,236.385956,231.8538677,235.6056483,61.28832588,0,0,3.970848737130616,0.003582100831773902,2,GM15_JR104-BC364_#00036,JR104-BC364,0,E,297.4271817342033,312.82431235488326,313.330390370662
GM15_JR104-BC364_#20042,6.176525467,0.15540877,0.713271185,0.017288764,0.374106146,-0.54763148,NA,9496.328129,94133.63169,303833.8632,119214.0983,0,291.3659925,432.6284064,204.45321,209.2310143,205.9109126,42.45601853,0,0,5.391457563230054,0.003582100831773902,2,GM15_JR104-BC364_#00042,JR104-BC364,0,E,65.5952428680664,199.54216313485523,199.58077989209437
GM15_JR104-BC364_#20045,6.644825602,0.105148289,0.702742534,0.014048477,0.305136823,-0.523932014,NA,32824.46897,95674.55042,303833.8632,90506.35272,1529.07529,1359.655373,347.5380192,150.9970589,150.9526056,152.2532757,25.39661071,0,0,5.800234361479658,0.003582100831773902,2,GM15_JR104-BC364_#00045,JR104-BC364,0,C,-52.423459526567285,151.68292931618015,-151.7153764253729
GM15_JR104-BC364_#20047,217.5369398,31.17035683,0.938303798,0.059246022,0.828924986,-0.746472676,NA,8587.849085,93576.33713,303833.8632,132082.8276,888.7898368,425.5088879,1156.14898,19.17285007,23.75253146,17.29600992,53.26981664,0.986977122,0,189.88688472716547,0.003582100831773902,2,GM15_JR104-BC364_#00047,JR104-BC364,0,E,75.86094375401599,12.102579543012352,12.926213753992718
GM15_JR104-BC364_#20050,2.424053803,0.061192145,0.702952532,0.01307171,0.289075767,-0.741075652,NA,33937.17572,95494.93476,303833.8632,77254.02748,2276.602827,2429.521321,266.4963925,320.8249631,320.3946299,322.0242445,23.37240633,0,0,2.115944195435943,0.003582100831773902,2,GM15_JR104-BC364_#00050,JR104-BC364,0,C,-137.58260299827103,387.71233368339585,-387.79976686286335
GM15_JR104-BC364_#20051,37.00318785,1.121189787,0.753730004,0.024960186,0.577522638,-0.376067031,NA,22334.83513,97603.675,303833.8632,107709.6624,490.4648727,519.1144907,463.5226035,37.24845301,39.28834215,36.15594653,52.20218459,0,0,32.2998938583515,0.003582100831773902,2,GM15_JR104-BC364_#00051,JR104-BC364,0,E,89.15415368325519,46.71089234746933,47.014674945666506
GM15_JR104-BC364_#20053,5.202248657,0.094775423,0.710054824,0.013493024,0.331139132,-0.541058425,NA,12033.86286,93203.50687,303833.8632,123043.5499,0,290.3860964,363.0248378,204.4203929,206.0730185,204.0682854,37.65807952,0,0,4.541016307216667,0.003582100831773902,2,GM15_JR104-BC364_#00053,JR104-BC364,0,E,33.657513684000534,185.34551820128624,185.35646474358242
GM15_JR141-BC407_#20027,20.52173244,0.510357872,0.746502513,0.016972306,0.427811858,-0.561690328,NA,9751.797691,97969.86699,303833.8632,124320.0141,175.435782,516.458975,588.5132058,83.70653103,88.3105714,85.1204063,89.60244395,0,0,17.91331553077227,0.003582100831773902,2,GM15_JR141-BC407_#00027,JR141-BC407,0,E,135.5209582615189,57.72054369494172,58.28764687331199
GM15_JR141-BC407_#20028,0.524518192,0.009993962,0.707371455,0.015331636,0.393025471,-0.513909953,NA,20722.83092,104761.7607,303833.8632,97475.85766,1893.236033,1169.749351,146.9673009,826.1410282,826.1458008,828.8936409,32.67443253,0,0,0.45784925334141,0.003582100831773902,2,GM15_JR141-BC407_#00028,JR141-BC407,0,E,-32.26046700229677,2093.2219281897574,-2093.2228186893863
GM15_JR141-BC451_#20057,4.676173072,0.141619074,0.715689377,0.014039659,0.373115748,-0.809550173,NA,16560.15412,95108.00137,303833.8632,113790.195,1154.534569,681.6020622,421.6447512,266.1523167,268.6356668,267.3751949,55.02536192,0,0,4.0818076134724555,0.003582100831773902,2,GM15_JR141-BC451_#00057,JR141-BC451,0,C,123.58638200026351,213.14784332231807,213.27614650041767
GM15_JR141-BC451_#20058,9.534063712,0.390453976,0.723423051,0.015710649,0.125035319,-0.883018457,NA,16303.73411,95786.18819,303833.8632,113707.0285,808.4390694,785.12364,400.1127812,124.8528915,123.5575031,124.2819097,40.72778163,0,0,8.32223556480312,0.003582100831773902,2,GM15_JR141-BC451_#00058,JR141-BC451,0,C,118.62570989273615,117.2357269250631,117.45051384335017
GM15_JR141-BC451_#20059,90.2460497,8.128482538,0.889602975,0.031546854,0.618955042,-0.85415284,NA,23924.83963,92368.49076,303833.8632,93503.05971,135.6777363,418.3946545,423.9152742,14.16156357,17.62670739,15.73335887,27.09807988,0,0,78.77531628522958,0.003582100831773902,2,GM15_JR141-BC451_#00059,JR141-BC451,0,D,144.19011687148077,19.767227993417627,21.568912999773293
GM15_JR141-BC451_#20060,2.4841113,0.050918105,0.726841879,0.016671645,0.358410793,-0.535475098,NA,9377.375487,96168.88908,303833.8632,124186.5873,1210.084498,689.2181907,349.4660703,417.2935233,420.1491715,415.713596,51.17310158,0,0,2.1683680781122634,0.003582100831773902,2,GM15_JR141-BC451_#00060,JR141-BC451,0,C,552.033297093206,472.7266702984411,473.87985496881095
GM15_JR141-BC451_#20061,22.30074504,0.582708862,0.754052858,0.022576016,0.35867468,-0.56083773,NA,12012.05308,95795.38173,303833.8632,122080.3947,0,973.5219563,587.7501639,77.97105991,83.56441999,76.90413106,65.97675164,0,0,19.466206551556844,0.003582100831773902,2,GM15_JR141-BC451_#00061,JR141-BC451,0,C,148.90506656020577,71.00324723625751,71.5603663540001
GM15_JR141-BC451_#20062,14.31877329,0.3506072,0.73598849,0.020047203,0.472860223,-0.418492654,NA,8651.803215,96593.42084,303833.8632,124372.5948,313.701933,353.0225823,559.7502598,114.3291916,117.2360425,114.3374179,36.71291559,0,0,12.49878414053449,0.003582100831773902,2,GM15_JR141-BC451_#00062,JR141-BC451,0,C,141.7190189990087,98.41494501266502,98.77978193526756
GM15_JR141-BC451_#20065,5.44568496,0.117373608,0.729813288,0.017891868,0.267408871,-0.591413386,NA,7132.906407,98298.8922,303833.8632,129010.1625,0,210.6477393,348.4508979,189.4977518,191.3821128,191.1399449,95.83860438,0,0,4.753510613924609,0.003582100831773902,2,GM15_JR141-BC451_#00065,JR141-BC451,0,E,291.2492415850599,232.59794382841022,233.25020726851542
GM15_JR141-BC451_#20068,13.34275765,0.592657731,0.731110586,0.016479282,0.394245606,-0.858493768,NA,9105.49091,97806.68122,303833.8632,122516.0742,472.3022678,283.393742,584.208683,129.9562201,133.4568626,125.9958279,69.06770285,0,0,11.646825068686818,0.003582100831773902,2,GM15_JR141-BC451_#00068,JR141-BC451,0,E,125.95995527732339,86.19028708511071,86.51935551318073
GM15_JR141-BC451_#20069,2.07565333,0.040110621,0.708330201,0.016662993,0.096384329,-0.641665008,NA,24069.30318,96172.90551,303833.8632,94429.84822,1014.953752,1198.024087,287.0075943,409.0110504,409.3195923,404.0936889,60.23818347,0,0,1.811827200334953,0.003582100831773902,2,GM15_JR141-BC451_#00069,JR141-BC451,0,C,24.904308984624752,574.3195208122632,574.321455017227
GM15_JR141-BC451_#20071,20.71843838,0.617899463,0.764309258,0.018341615,0.282942145,-0.686072762,NA,14845.10571,96452.9696,303833.8632,119026.3795,893.666563,512.6091533,684.8003532,96.89204332,105.2567148,99.67081495,56.52456639,0,0,18.085019142068216,0.003582100831773902,2,GM15_JR141-BC451_#00071,JR141-BC451,0,C,195.60720067469774,61.79286674278001,62.89210885468691
GM15_JR141-BC451_#20072,1.221414029,0.026479666,0.706394535,0.015189892,0.338569871,-0.635568472,NA,8220.376271,97998.74227,303833.8632,126278.869,0,251.8587252,254.4816677,616.3327747,608.1056541,622.7978272,37.60247616,0,0,1.06616607341309,0.003582100831773902,2,GM15_JR141-BC451_#00072,JR141-BC451,0,E,-71.13098822608406,891.4971235746625,-891.5072884737973
GM15_JR141-BC451_#20074,9.961062142,0.192529469,0.717788703,0.014117536,0.424485164,-0.49652239,NA,5276.932224,94049.03952,303833.8632,131117.0525,0,167.6991251,539.4428687,158.8605812,164.0075519,162.5542353,71.86637243,0.387477831,0,8.694960315508153,0.003582100831773902,2,GM15_JR141-BC451_#00074,JR141-BC451,0,E,73.11376903577505,100.74158862422146,100.83658185363063
GM15_JR141-BC451_#20077,2.680889652,0.101525897,0.714752099,0.015127526,0.259098051,-0.867816709,NA,11254.69602,93901.9388,303833.8632,119476.0547,2686.606287,2279.025194,510.5780181,556.2909851,562.3908377,566.2877673,41.48920097,0,0,2.3401348974735128,0.003582100831773902,2,GM15_JR141-BC451_#00077,JR141-BC451,0,C,190.4770121415827,400.9800780979991,401.1421032436033
GM15_JR141-BC451_#20079,30.50648952,1.013520634,0.76083623,0.024417719,0.335101417,-0.605123855,NA,14899.11455,93953.64904,303833.8632,113711.7572,504.0742574,595.815883,519.6296205,49.29876036,52.1045729,48.25264623,57.51950201,0,0,26.628959036752622,0.003582100831773902,2,GM15_JR141-BC451_#00079,JR141-BC451,0,C,124.77110882200455,55.935381324079806,56.43166149616163
GM15_JR141-BC451_#20082,17.71207092,0.497853926,0.750481363,0.021087615,0.314139206,-0.578274726,NA,12926.89503,94766.23322,303833.8632,115458.5211,536.1053199,536.5682832,542.1261805,90.98693934,93.879488,90.9686709,52.97390783,0,0,15.460776326804886,0.003582100831773902,2,GM15_JR141-BC451_#00082,JR141-BC451,0,C,173.03593866177073,83.60725500426571,84.24622443999498
GM15_JR141-BC451_#20084,1.743344039,0.048766613,0.707895649,0.016240898,0.228494147,-0.699223,NA,10446.42575,94152.09538,303833.8632,120006.3613,604.7199143,558.6864378,309.2167953,495.8302343,512.5865035,503.0419103,44.65029453,0,0,1.5217561158933985,0.003582100831773902,2,GM15_JR141-BC451_#00084,JR141-BC451,0,C,11.815438525186012,666.5726932642788,666.5730683753309
GM15_JR141-BC451_#20086,2.159892106,0.037288107,0.720985133,0.014613667,0.19179025,-0.600693843,NA,8996.07907,95407.28042,303833.8632,121055.0264,630.11196,347.5854442,308.9252975,417.8210283,420.0939271,423.8691225,44.32803824,0,0,1.8853587980607267,0.003582100831773902,2,GM15_JR141-BC451_#00086,JR141-BC451,0,C,441.9128751122798,479.8674585438882,480.595792174445
GM15_JR141-BC451_#20087,0.969902167,0.018771863,0.719707667,0.018471588,0.1564161,-0.578472533,NA,10195.05679,96294.68255,303833.8632,121233.4471,179.1027356,531.670528,231.4774616,693.0992457,700.093483,700.7521858,36.85084506,0,0,0.8466226524611477,0.003582100831773902,2,GM15_JR141-BC451_#00087,JR141-BC451,0,E,887.3566258845349,1343.7094570525676,1344.7585870887613
GM15_JR141-BC451_#20088,16.88107679,0.395769164,0.732561375,0.020422621,0.482072398,-0.488546642,NA,21035.98627,92970.47577,303833.8632,103494.7183,135.4938046,456.5927069,447.5200832,77.9697812,81.43761481,77.70912715,21.02849624,0.384758593,0,14.73540579103595,0.003582100831773902,2,GM15_JR141-BC451_#00088,JR141-BC451,0,C,105.71894779531777,85.29286529175126,85.52723662681227
GM15_JR141-BC451_#20089,3.662805499,0.082255006,0.720981929,0.013260188,0.150118668,-0.711596311,NA,15832.20045,94318.07556,303833.8632,107173.1137,0,532.2772132,441.1615665,356.7741831,362.0359992,355.8277752,57.66196735,0,0,3.197244229904538,0.003582100831773902,2,GM15_JR141-BC451_#00089,JR141-BC451,0,E,260.8558599431177,257.350375087617,257.8235101802778
GM15_JR141-BC451_#20091,11.16516061,0.461345322,0.729102458,0.017385465,0.231829949,-0.879873913,NA,24738.71526,98028.43201,303833.8632,102367.9198,631.1386607,552.0613673,349.2537036,93.49463871,97.01070575,93.09255302,28.68023489,0,0,9.746011724080336,0.003582100831773902,2,GM15_JR141-BC451_#00091,JR141-BC451,0,C,137.653982637252,110.05297160648139,110.36091891185141
GM15_JR141-BC451_#20094,47.55143025,1.424656005,0.802740074,0.021095206,0.500823763,-0.574614843,NA,39152.94736,94206.8434,303833.8632,83173.17413,253.2519579,651.9323802,427.959213,26.00157218,29.67872213,26.5198698,182.8205688,0,0,41.50740082486717,0.003582100831773902,2,GM15_JR141-BC451_#00094,JR141-BC451,0,C,143.04462282209545,29.775197695906677,30.9815832406626
GM15_JR141-BC451_#20095,8.914314643,0.255197536,0.728284976,0.020157989,0.354746118,-0.625689907,NA,32888.31077,95466.70267,303833.8632,79409.56194,946.6247779,1132.170698,235.5872962,78.56122307,81.97317225,78.6559798,41.72313001,0,0,7.781259764862356,0.003582100831773902,2,GM15_JR141-BC451_#00095,JR141-BC451,0,C,165.82155055116422,159.85039190666927,160.15818447698555
GM15_JR141-BC451_#20097,15.24016494,0.417736954,0.745719877,0.020165815,0.319012966,-0.580348984,NA,11653.88337,93521.8518,303833.8632,117387.1561,0,550.3875147,560.789555,107.284157,112.664951,108.8646314,77.85042173,0,0,13.30306221024062,0.003582100831773902,2,GM15_JR141-BC451_#00097,JR141-BC451,0,C,178.7605251858954,93.02211265889558,93.63535999339614
GM15_JR141-BC451_#20099,20.85965457,0.511796698,0.754233552,0.018451633,0.244858958,-0.662937462,NA,14738.50767,94995.7613,303833.8632,111748.2324,1532.887444,660.0649334,538.3888261,76.68909897,81.90778943,77.23816113,58.661113,0,0,18.20828603373633,0.003582100831773902,2,GM15_JR141-BC451_#00099,JR141-BC451,0,C,159.79935093993151,62.32516450822473,63.05472272584695
GM15_JR141-BC451_#20100,10.21730501,0.265175605,0.736121,0.018008597,0.230169397,-0.64729868,NA,10093.08511,90891.39851,303833.8632,122079.2135,418.7476514,641.9030168,485.4791592,139.6104882,144.4199717,141.2572932,35.81547272,0,0,8.918633407456623,0.003582100831773902,2,GM15_JR141-BC451_#00100,JR141-BC451,0,C,199.45520040746092,124.70993961828789,125.27998054449755
GM15_JR141-BC451_#20101,1.129486407,0.023111791,0.710991042,0.017148858,0.273311898,-0.569883613,NA,4572.606301,96581.1504,303833.8632,126232.0951,0,384.4979519,212.1656265,552.2043061,558.8767603,552.2768302,43.83543094,0,0,0.9859229212477378,0.003582100831773902,2,GM15_JR141-BC451_#00101,JR141-BC451,0,C,214.06254098837724,1082.2324245507025,1082.3082567072252
GM16_JR141-VC457_#20041,15.53360726,0.37509411,0.749063794,0.015500652,0.460179921,-0.603834611,NA,8075.195609,96109.86363,303833.8632,126971.8491,691.4377339,440.448129,456.4858178,85.3922288,90.42204221,84.70920432,81.85493402,0,0,13.559206514022502,0.003582100831773902,2,GM16_JR141-VC457_#00041,JR141-VC457,0,E,190.75560090242917,69.23346921771301,70.16849483750985
