spot_id,StdCorr_Rb87_Sr86s_mean,StdCorr_Rb87_Sr86s_2SE(int),StdCorr_Sr87s_Sr86s_mean,StdCorr_Sr87s_Sr86s_2SE(int),87Rb/86Sr - 87Sr/86Sr Rho,87Sr/87Rb - 87Rb/86Sr Rho,Rb85_mean,Na23_ppm_mean,Al27_ppm_mean,Si28_ppm_mean,K39_ppm_mean,Ca43_ppm_mean,Ca44_ppm_mean,Rb85_ppm_mean,Sr86_ppm_mean,Sr87_ppm_mean,Sr88_ppm_mean,Pb208_ppm_mean,Th232_ppm_mean,U238_ppm_mean,StdCorr_Rb87_Sr86s_mean_calibr,ext_sys_errs_2rs_partial_sum_sq,session,grain_name,sample_name,replicate,group,age,age_2s_int,err2s_ext
GM16_JR141-VC457_#20042,0.785244163,0.016567895,0.710275194,0.012487955,0.340677057,-0.693443195,NA,7104.090028,96097.38537,303833.8632,128550.2346,192.5299954,257.4571915,230.2001273,856.2775148,865.5085335,877.7616959,61.32271662,0,0,0.6854356230226814,0.003582100831773902,2,GM16_JR141-VC457_#00042,JR141-VC457,0,E,242.70753926838594,1132.640040385154,1132.7331864640084
GM16_JR141-VC457_#20043,3.712932824,0.079122415,0.708763865,0.016022359,0.366536458,-0.567126375,NA,11875.04318,95268.79352,303833.8632,122604.6289,861.8059275,540.7688015,309.817976,242.5815641,239.024552,238.6145412,55.03158435,0,0,3.2410001161126796,0.003582100831773902,2,GM16_JR141-VC457_#00043,JR141-VC457,0,E,22.280743691837458,308.58244259550037,308.58532393170566
GM16_JR141-VC457_#20044,2.948615759,0.063167267,0.719609662,0.011107589,0.26541009,-0.769166354,NA,30372.54517,98363.31308,303833.8632,88854.86564,1289.265431,1024.713438,357.4067232,366.5608834,372.2240798,363.8048591,55.43746109,0,0,2.5738316501496383,0.003582100831773902,2,GM16_JR141-VC457_#00044,JR141-VC457,0,C,290.7291699087628,266.9390039945776,267.50552027016437
GM16_JR141-VC457_#20045,0.970247487,0.021587583,0.718141833,0.012626807,0.156161168,-0.752692525,NA,8954.054353,97108.39519,303833.8632,120115.9892,0,333.7044945,280.4821676,861.2470258,867.0021168,855.2236307,52.60548207,0,0,0.8469240805270857,0.003582100831773902,2,GM16_JR141-VC457_#00045,JR141-VC457,0,E,772.8684375239181,918.9151553932109,920.0786615380961
GM16_JR141-VC457_#20049,3.353483684,0.056872473,0.700681182,0.012209688,0.273915779,-0.527783881,NA,13798.97558,99175.04029,303833.8632,120628.1242,1032.052111,848.2873507,456.3975364,391.148901,394.5979769,390.1062388,22.60968821,0,0,2.927238795965347,0.003582100831773902,2,GM16_JR141-VC457_#00049,JR141-VC457,0,C,-147.98473539697227,261.82389023873054,-261.9736545000468
GM16_JR141-VC457_#20051,122.6139891,4.461827056,1.008503435,0.031328862,-0.249633761,-0.407018373,NA,7827.123102,92052.3743,303833.8632,129361.2117,137.43438,318.1585267,1112.381482,26.67874613,37.30274773,26.44428693,48.1132611,0,0,107.02912542382663,0.003582100831773902,2,GM16_JR141-VC457_#00051,JR141-VC457,0,C,175.42234658864137,20.772628820552782,23.275181972992474
GM16_JR141-VC457_#20052,42.2648344,1.384081565,0.796324334,0.022591909,0.484942183,-0.509947847,NA,26412.8001,99175.26326,303833.8632,98963.58316,860.7489813,800.7497843,644.4611245,45.18387822,49.23236743,43.86736232,61.45797256,0,0,36.892758283278646,0.003582100831773902,2,GM16_JR141-VC457_#00052,JR141-VC457,0,C,150.0760149481518,36.05298713340772,37.15503813236679
GM16_JR141-VC457_#20057,20.80204918,0.480612562,0.739630258,0.018118503,0.755943915,-0.356685719,NA,29269.01838,99182.08601,303833.8632,93095.5766,739.0213665,937.5726902,374.1337059,53.494363130000004,55.01328922,52.21060746,45.48120081,0,0,18.158002582747958,0.003582100831773902,2,GM16_JR141-VC457_#00057,JR141-VC457,0,C,110.0919523424441,60.34448632248743,60.70315431705796
GM16_JR141-VC457_#20058,40.98531627,1.44633179,0.805155634,0.024073411,0.489897679,-0.594015554,NA,11190.826,93799.55724,303833.8632,118065.2252,348.7933721,668.7131844,865.3942046,62.76260629,69.92960471,62.12229584,38.39117764,0,0,35.775873436590054,0.003582100831773902,2,GM16_JR141-VC457_#00058,JR141-VC457,0,C,170.1430992237702,39.34993872178964,40.64621442874381
GM16_JR141-VC457_#20059,2.851796123,0.046348713,0.714874904,0.013247037,0.269148392,-0.596942972,NA,12462.94109,98501.88224,303833.8632,118537.1525,667.6757775,586.6653525,501.0927159,517.8920219,522.0328504,514.1201865,61.84641729,0,0,2.4893182839261327,0.003582100831773902,2,GM16_JR141-VC457_#00059,JR141-VC457,0,C,182.15038212510575,330.83320063670214,331.01277364089293
GM16_JR141-VC457_#20067,7.120336245,0.173618034,0.719821413,0.015095499,0.243808596,-0.257251014,NA,21976.3147,96315.92161,303833.8632,104450.9307,415.6024068,509.4901336,479.0077253,195.6670735,199.8435042,190.8290762,57.1564483,0,0,6.215305175369454,0.003582100831773902,2,GM16_JR141-VC457_#00067,JR141-VC457,0,C,122.66254908675387,150.7753554508959,150.95398127265952
GM16_JR141-VC457_#20068,1.006367016,0.016754938,0.708363931,0.012695443,0.305369215,-0.562972213,NA,9803.481319,95786.65991,303833.8632,122406.0873,899.9127255,975.3692002,342.644083,993.8884865,996.8912616,1005.152565,66.44155655,0,0,0.8784526330843121,0.003582100831773902,2,GM16_JR141-VC457_#00068,JR141-VC457,0,C,53.753253569259165,901.9353073786211,901.9410451145135
GM16_JR141-VC457_#20071,6.52091382,0.142099647,0.71888809,0.01371813,0.127487466,-0.690131876,NA,21136.31645,97967.58592,303833.8632,101504.276,646.6886753,559.0198329,505.2630738,228.4376473,232.3259152,224.226611,59.99907561,0,0,5.692072399255661,0.003582100831773902,2,GM16_JR141-VC457_#00071,JR141-VC457,0,C,123.70205384760625,149.98675280425135,150.16937115603545
GM16_JR179-BC474_#20097,18.90185547,0.4502077,0.749926513,0.015697584,0.575352548,-0.368979562,NA,32216.00593,93615.46411,303833.8632,84099.32325,664.7006116,836.4835683,487.4689001,73.9091268,79.41090026,74.71671014,59.55496576,0.783554525,0,16.499333189394402,0.003582100831773902,2,GM16_JR179-BC474_#00097,JR179-BC474,0,X,160.06024305358295,57.19986242214241,57.99650946692598
GM16_JR179-BC474_#20098,5.831695568,0.199894422,0.743407762,0.015786651,0.018945816,-0.730601636,NA,7762.326956,97700.34781,303833.8632,128424.9541,3909.537232,3076.447238,341.9432548,169.6278506,182.2616401,170.5998399,113.5044618,0,0,5.09045730395412,0.003582100831773902,2,GM16_JR179-BC474_#00098,JR179-BC474,0,A,438.0253099267263,192.86352288955234,194.63715584689365
GM16_JR179-BC474_#20101,24.95469068,1.468096145,0.760978412,0.022900425,0.495392848,-0.805182162,NA,26465.42355,95562.43565,303833.8632,94828.6748,135.1220335,715.8463245,398.5545791,47.90144961,50.19018221,45.9112275,56.5764329,0,0,21.782822158442585,0.003582100831773902,2,GM16_JR179-BC474_#00101,JR179-BC474,0,C,152.9069459149035,61.58487775346237,62.26113232658201
GM16_JR179-BC474_#20103,13.02975637,0.466145141,0.73777484,0.019186585,0.24931631,-0.703232153,NA,45085.08435,93340.17404,303833.8632,66613.11141,629.9292016,1349.898338,336.8545079,73.32301228,77.08827766,72.84874138,30.44802374,0,0,11.373607848524308,0.003582100831773902,2,GM16_JR179-BC474_#00103,JR179-BC474,0,D,165.5141799819249,103.83090646850499,104.30239014018123
GM16_JR179-BC474_#20105,0.748802781,0.013598544,0.708687721,0.013388867,0.251598942,-0.648321546,NA,13660.51859,99626.14983,303833.8632,114612.7452,1436.294745,1765.209966,219.6988197,876.8548717,875.2142265,867.8554883,54.04237705,0,0,0.653626126624072,0.003582100831773902,2,GM16_JR179-BC474_#00105,JR179-BC474,0,D,103.1437770238056,1277.4158080160282,1277.4307242453178
GM16_JR179-BC474_#20107,22.71971251,0.633909236,0.757110861,0.022432274,0.525742812,-0.585069436,NA,34281.64021,93527.43906,303833.8632,81026.47437,824.0234227,1137.627811,396.4100781,52.29527995,55.04581196,50.28833226,11.8988415,0,0,19.831921118257405,0.003582100831773902,2,GM16_JR179-BC474_#00107,JR179-BC474,0,C,155.77498721748046,68.32990333275636,68.96302196761685
GM16_JR179-BC474_#20109,2.791904634,0.06036846,0.716048991,0.012443162,0.333942279,-0.703294422,NA,22593.65939,96241.99454,303833.8632,97951.6687,1497.694426,1597.511426,265.0845666,272.2917775,276.1214903,274.9204201,37.51545106,0,0,2.437039308785924,0.003582100831773902,2,GM16_JR179-BC474_#00109,JR179-BC474,0,C,216.06657618873996,316.4971942324643,316.7612720864074
GM16_JR179-BC474_#20113,11.02390725,0.385695658,0.741932564,0.015848356,0.243245504,-0.806284595,NA,9601.7867440000009,92910.68819,303833.8632,121808.0007,51.16094182,563.7977407,773.1628908,204.5979563,214.7517151,205.5016006,46.8473322,0,0,9.622712386908892,0.003582100831773902,2,GM16_JR179-BC474_#00113,JR179-BC474,0,C,222.50402478572397,100.96582732278843,101.84027239744084
GM16_JR179-BC474_#20114,1.851580672,0.028378347,0.719910681,0.013198592,0.431859962,-0.447961126,NA,27223.21841,97790.86816,303833.8632,82813.98897,4275.823756,4305.987874,320.1604853,505.2571837,513.4064257,497.9800786,37.83111903,0,0,1.616235320540772,0.003582100831773902,2,GM16_JR179-BC474_#00114,JR179-BC474,0,C,473.98639294176746,503.7313494063084,504.5295216878443
GM16_JR179-BC474_#20118,27.93168922,1.121858255,0.787517949,0.021137628,0.392871815,-0.733824228,NA,10361.71013,95198.52812,303833.8632,120102.8552,736.5574947,542.1226897,870.5879139,92.46476905,100.4252047,90.23867435,82.8107877,0,0,24.3814289932985,0.003582100831773902,2,GM16_JR179-BC474_#00118,JR179-BC474,0,C,204.4680841340911,51.34326158100762,52.78151292320066
GM16_JR179-BC474_#20119,14.56964384,0.383921392,0.745839199,0.013725641,0.534291299,-0.66906814,NA,13538.80009,95259.8377,303833.8632,119738.1605,222.5833232,473.6132501,626.8789081,126.9333755,133.8244662,124.1227184,58.14896904,0,0,12.71776776351405,0.003582100831773902,2,GM16_JR179-BC474_#00119,JR179-BC474,0,C,187.5612917502676,64.74654040413688,65.71248034117635
GM16_JR179-BC474_#20120,5.767753495,0.115325342,0.728617741,0.014543328,0.163361846,-0.742973145,NA,27161.1841,98025.3842,303833.8632,91058.80729,2417.759746,2317.790189,535.2468969,272.7047983,279.2668442,272.7782988,32.26172919,0,0,5.034642594709199,0.003582100831773902,2,GM16_JR179-BC474_#00120,JR179-BC474,0,C,260.2371291342124,179.03716085595946,179.71337424815326
GM16_JR179-BC474_#20122,14.91586187,0.438426387,0.723070332,0.017219975,0.418001248,-0.578021128,NA,16827.90195,91898.97261,303833.8632,113165.2193,2849.445051,2506.488161,500.2311322,95.18530987,98.9223561,94.46262283,35.45919536,0,0,13.019979715256678,0.003582100831773902,2,GM16_JR179-BC474_#00122,JR179-BC474,0,D,74.15628724509456,81.65546129623495,81.7759921185815
GM16_JR179-BC474_#20123,15.17593737,0.372905736,0.736835934,0.015731149,0.408946143,-0.631976206,NA,24367.93339,88146.72201,303833.8632,94446.01566,1201.078086,1091.375153,647.0278976,126.2696165,131.2824679,123.8375987,88.38474716,0,0,13.246998292121202,0.003582100831773902,2,GM16_JR179-BC474_#00123,JR179-BC474,0,C,137.7110341488951,72.73052569104568,73.19604842965909
GM16_JR179-BC474_#20125,51.38804769,2.907033249,0.804965578,0.032240656,0.484514103,-0.638856835,NA,19320.19232,94437.90995,303833.8632,104398.4469,1045.891135,1062.806832,533.7596338,31.71962257,34.86075961,30.43625467,78.39064194,0,0,44.8563646111616,0.003582100831773902,2,GM16_JR179-BC474_#00125,JR179-BC474,0,D,135.46864078983253,41.65134982829092,42.43315650415097
GM16_JR179-BC474_#20127,8.728733829,0.272951341,0.732482637,0.019477392,0.219483863,-0.697981012,NA,36612.34795,93451.10019,303833.8632,71666.85107,1702.474049,1665.987596,204.4658907,67.36170741,68.4184035,66.92967766,16.86593976,0,0,7.619267219283705,0.003582100831773902,2,GM16_JR179-BC474_#00127,JR179-BC474,0,D,203.67226800256256,157.97808490939138,158.4476867146519
GM16_JR179-BC485_#20010,3.159727702,0.067548144,0.71819428,0.013871174,0.386778921,-0.582147983,NA,25898.27862,96283.91029,303833.8632,95050.63507,1097.751371,1598.92582,229.1815487,210.6191596,213.0354501,208.8946229,42.62968092,0,0,2.758110187954871,0.003582100831773902,2,GM16_JR179-BC485_#00010,JR179-BC485,0,C,239.3954034694623,311.2094811820153,311.53913389256064
GM16_JR179-BC485_#20011,10.53484267,0.336785512,0.736066751,0.01573833,0.371798812,-0.749143336,NA,28832.93327,97203.03537,303833.8632,91828.82361,929.5907392,850.2870175,399.3463363,110.0217384,117.5647759,111.3491661,35.92057246,0,0,9.195810410573378,0.003582100831773902,2,GM16_JR179-BC485_#00011,JR179-BC485,0,C,193.08384319364077,104.50006024103075,105.13709249672767
GM16_JR179-BC485_#20017,12.61308852,0.324407914,0.721331852,0.022547323,0.490440121,-0.410613664,NA,18727.29994,93772.34432,303833.8632,107070.2677,882.4202041,881.8812772,234.7713297,53.03978387,53.72671804,53.10892071,30.08024029,0,0,11.009900608387497,0.003582100831773902,2,GM16_JR179-BC485_#00017,JR179-BC485,0,D,77.83328934130678,126.834202095084,126.91971975586672
GM16_JR179-BC485_#20018,2.383481629,0.044367289,0.716263573,0.011900512,0.416965081,-0.645520932,NA,17500.96495,96306.06711,303833.8632,106760.9251,0,533.1116975,348.7601984,428.9618477,429.3632942,422.9744995,44.33653571,2.09469593,0.894183433,2.0805289517786973,0.003582100831773902,2,GM16_JR179-BC485_#00018,JR179-BC485,0,C,259.44591589778446,354.0752123389019,354.4155400381593
GM16_JR179-BC485_#20020,1.162157816,0.021494189,0.7053113,0.013834136,0.294732567,-0.56444663,NA,23531.0138,97342.32092,303833.8632,96048.06269,58.24158347,674.1706661,231.8580605,581.7671854,575.2753666,575.9180921,48.69493169,0,0,1.0144416274516626,0.003582100831773902,2,GM16_JR179-BC485_#00020,JR179-BC485,0,C,-141.5718485199066,854.4410255030637,-854.4830370668125
GM16_JR179-BC485_#20021,19.49321469,0.433485707,0.74772535,0.021922365,0.587849679,-0.303378562,NA,30100.44865,92927.88177,303833.8632,86819.19891,748.0599086,821.4890392,442.8975902,65.48125379,69.83656971,63.70722981,26.98986007,0,0,17.015527635007754,0.003582100831773902,2,GM16_JR179-BC485_#00021,JR179-BC485,0,C,147.14502391647451,78.44833381455291,78.941114133496
GM16_JR179-BC485_#20024,3.615918475,0.071252388,0.704870075,0.013908241,0.213515853,-0.651660885,NA,9394.744521,97156.86605,303833.8632,129021.4685,549.0601387,450.6061314,495.8659845,399.2697398,393.4230775,391.7398249,78.01147877,0,0,3.1563167859050343,0.003582100831773902,2,GM16_JR179-BC485_#00024,JR179-BC485,0,C,-54.21019933234527,275.7316312809669,-275.7507196224901
GM16_JR179-BC485_#20025,0.654693357,0.017060654,0.699624778,0.01086811,0.139477957,-0.811879311,NA,12130.07433,98538.3285,303833.8632,116344.9299,1055.835429,808.5001925,217.6771546,962.3412609,960.5208843,959.2299171,46.40633918,0,0,0.571478490625986,0.003582100831773902,2,GM16_JR179-BC485_#00025,JR179-BC485,0,C,-878.0788423206632,1206.2051551550849,-1207.3494757087099
GM16_JR179-BC485_#20028,0.895942368,0.018822375,0.717647655,0.015189084,0.317363371,-0.654707028,NA,17249.74818,102307.109,303833.8632,106879.6024,1116.480412,1554.108247,261.5993773,839.1386438,850.0861606,840.305176,42.10960702,0,0,0.7820635213082081,0.003582100831773902,2,GM16_JR179-BC485_#00028,JR179-BC485,0,E,797.5642452071124,1194.7393023585103,1195.692521593179
GM16_JR179-BC485_#20029,9.392009615,0.19495497,0.727269667,0.016289149,0.42597429,-0.624405506,NA,13557.52102,94105.25435,303833.8632,114018.5141,79.04292139,548.3696588,634.0041005,195.4625767,198.4621965,194.8546363,54.56929811,0,0,8.198237268390288,0.003582100831773902,2,GM16_JR179-BC485_#00029,JR179-BC485,0,C,149.6762547798983,122.58205930336254,122.90895411158942
GM16_JR179-BC485_#20030,13.54040567,0.25944818,0.731349815,0.014876326,0.335218233,-0.540971939,NA,13693.58827,95264.75247,303833.8632,115055.1941,533.8102095,311.1097966,554.9792993,119.0725839,121.9828769,116.060887,44.80054162,0,0,11.81935101680762,0.003582100831773902,2,GM16_JR179-BC485_#00030,JR179-BC485,0,C,125.38523470531702,77.72371948061279,78.0851612945219
GM16_JR179-BC485_#20031,15.13240587,0.329962499,0.736797043,0.017786533,0.39657217,-0.505617015,NA,32051.52743,95696.55688,303833.8632,84604.35333,631.0041143,1155.18762,388.0656425,74.30868388,76.97438978,73.73605606,28.88157399,0,0,13.20899986789909,0.003582100831773902,2,GM16_JR179-BC485_#00031,JR179-BC485,0,D,137.9232181594376,82.81740906229247,83.22778912135105
GM16_JR179-BC485_#20032,2.627092876,0.040614949,0.705183853,0.012251061,0.087511385,-0.694808481,NA,13540.89867,95496.10833,303833.8632,117074.7635,145.6334858,452.2852477,368.3275026,395.6739292,393.6055357,390.2399476,88.82599301,0,0,2.2931759662115536,0.003582100831773902,2,GM16_JR179-BC485_#00032,JR179-BC485,0,C,-66.06842998053868,334.1633794492164,-334.1867743779904
GM16_JR179-BC485_#20034,7.352823742,0.116356971,0.728388798,0.013097365,0.159609657,-0.622240528,NA,9413.632539,94540.29386,303833.8632,122248.1751,60.3108081,362.5393235,517.6266291,200.7928186,204.3897681,199.7485463,58.92812593,0,0,6.418242325188393,0.003582100831773902,2,GM16_JR179-BC485_#00034,JR179-BC485,0,C,201.9947854967759,126.65898109695713,127.23464146485583
